ticker,cap_group,end_date,year,Revenues,RevenueFromContractWithCustomerExcludingAssessedTax,SalesRevenueNet,CostOfRevenue,CostOfGoodsAndServicesSold,GrossProfit,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,OperatingExpenses,OperatingIncomeLoss,InterestExpense,InterestAndDebtExpense,NonoperatingIncomeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,DepreciationAndAmortization,DepreciationDepletionAndAmortization,AmortizationOfIntangibleAssets,ShareBasedCompensation,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsAndShortTermInvestments,ShortTermInvestments,AvailableForSaleSecuritiesCurrent,AccountsReceivableNetCurrent,InventoryNet,PrepaidExpenseAndOtherAssetsCurrent,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill,LongTermInvestments,OtherAssetsNoncurrent,Liabilities,LiabilitiesCurrent,LiabilitiesNoncurrent,AccountsPayableCurrent,AccruedLiabilitiesCurrent,DeferredRevenueCurrent,ShortTermBorrowings,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,DeferredTaxLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,CommonStocksIncludingAdditionalPaidInCapital,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLossNetOfTax,TreasuryStockValue,CommonStockSharesOutstanding,CommonStockSharesIssued,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInvestments,ProceedsFromSaleAndMaturityOfMarketableSecurities,PaymentsForRepurchaseOfCommonStock,PaymentsOfDividends,ProceedsFromIssuanceOfLongTermDebt,RepaymentsOfLongTermDebt,ProceedsFromRepaymentsOfShortTermDebt,CashAndCashEquivalentsPeriodIncreaseDecrease,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,revenue,net_income,operating_income,total_assets,total_liab,equity,cash,long_term_debt,cfo,capex,rd_expense,gross_margin,operating_margin,net_margin,rd_intensity,roa,roe,debt_to_equity,debt_to_assets,net_debt,net_debt_to_ebitda,asset_turnover,equity_multiplier,fcf,fcf_margin,cfo_to_net_income,price_open,price_close,price_high,price_low,price_avg,volume_total,volume_avg,trading_days,annual_return,longName,sector,industry,fullTimeEmployees,beta
CTSH,mid_cap,2016-12-31,2016,13487000000.0,,13487000000.0,,,,,2731000000.0,,2289000000.0,19000000.0,,68000000.0,,805000000.0,1553000000.0,,2.56,2.55,607000000.0,610000000.0,,379000000.0,113000000.0,217000000.0,14262000000.0,8600000000.0,,2034000000.0,,3135000000.0,2264000000.0,2556000000.0,,,1311000000.0,2554000000.0,951000000.0,62000000.0,359000000.0,3534000000.0,2418000000.0,,175000000.0,,306000000.0,,881000000.0,,797000000.0,6000000.0,162000000.0,10728000000.0,,,358000000.0,10478000000.0,-114000000.0,,608000000.0,608000000.0,1645000000.0,,-963000000.0,,-743000000.0,,300000000.0,,5169000000.0,,512000000.0,,,,,-91000000.0,,13487000000.0,1553000000.0,2289000000.0,14262000000.0,3534000000.0,10728000000.0,2034000000.0,881000000.0,1645000000.0,300000000.0,,,0.16971898865574256,0.1151479202194706,,0.10889075865937456,0.1447613721103654,0.08212155108128262,0.2477913336137989,-1153000000.0,,0.9456597952601318,1.3294183445190157,1345000000.0,0.09972566174835026,1.0592401802962008,51.87435331162619,49.422218322753906,55.94951318037789,40.08112348073504,50.49623843601772,1283297700.0,5092451.19047619,252,-0.04727066136403679,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
CTSH,mid_cap,2017-12-31,2017,14810000000.0,,14810000000.0,,,,,2697000000.0,,2481000000.0,23000000.0,,174000000.0,,1153000000.0,1504000000.0,,2.54,2.53,593000000.0,595000000.0,408000000.0,443000000.0,130000000.0,221000000.0,15221000000.0,9111000000.0,,1925000000.0,,3131000000.0,1972000000.0,2865000000.0,,,1324000000.0,2704000000.0,981000000.0,235000000.0,448000000.0,4552000000.0,2839000000.0,,210000000.0,,383000000.0,,800000000.0,,698000000.0,146000000.0,181000000.0,10669000000.0,,,49000000.0,10544000000.0,70000000.0,,588000000.0,588000000.0,2407000000.0,,-582000000.0,,-1985000000.0,,284000000.0,216000000.0,,,1889000000.0,,,,,-109000000.0,,14810000000.0,1504000000.0,2481000000.0,15221000000.0,4552000000.0,10669000000.0,1925000000.0,800000000.0,2407000000.0,284000000.0,,,0.1675219446320054,0.10155300472653613,,0.0988108534261875,0.14096916299559473,0.0749835973380823,0.2990605085079824,-1125000000.0,-0.3894080996884735,0.9729978319427107,1.4266566688536884,2123000000.0,0.14334908845374747,1.6003989361702127,49.96908551959736,63.04998779296875,67.78872472882246,45.44409367040599,58.47711617823141,995453000.0,3965948.207171315,251,0.26177990125997397,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
CTSH,mid_cap,2018-12-31,2018,16125000000.0,16125000000.0,,,,,,3007000000.0,,2801000000.0,27000000.0,,-4000000.0,,698000000.0,2101000000.0,,3.61,3.6,582000000.0,584000000.0,460000000.0,498000000.0,151000000.0,267000000.0,15846000000.0,8610000000.0,,1161000000.0,,3350000000.0,1760000000.0,3190000000.0,,,1394000000.0,3481000000.0,1150000000.0,80000000.0,689000000.0,4422000000.0,2710000000.0,,215000000.0,,286000000.0,,750000000.0,,736000000.0,183000000.0,253000000.0,11424000000.0,,,47000000.0,11485000000.0,-114000000.0,,577000000.0,577000000.0,2592000000.0,,-1627000000.0,,-1693000000.0,,377000000.0,1111000000.0,,,1261000000.0,,,,,-764000000.0,,16125000000.0,2101000000.0,2801000000.0,15846000000.0,4422000000.0,11424000000.0,1161000000.0,750000000.0,2592000000.0,377000000.0,,,0.17370542635658914,0.13029457364341085,,0.13258866590937776,0.18391106442577032,0.06565126050420168,0.27906096175691025,-411000000.0,-0.12603495860165592,1.0176069670579326,1.387079831932773,2215000000.0,0.13736434108527132,1.2336982389338411,63.17427423692188,56.95729064941406,75.73566301630842,53.359335179189344,68.11820312135248,893666400.0,3560423.90438247,251,-0.0984100516009464,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
CTSH,mid_cap,2019-12-31,2019,16783000000.0,16783000000.0,,,,,,2972000000.0,,2453000000.0,26000000.0,,90000000.0,,643000000.0,1842000000.0,,3.3,3.29,559000000.0,560000000.0,507000000.0,526000000.0,162000000.0,217000000.0,16204000000.0,7611000000.0,,2645000000.0,,779000000.0,0.0,3256000000.0,,,1309000000.0,3979000000.0,1041000000.0,17000000.0,736000000.0,5182000000.0,2983000000.0,,239000000.0,,313000000.0,38000000.0,,,700000000.0,35000000.0,218000000.0,11022000000.0,,,33000000.0,11022000000.0,-38000000.0,,548000000.0,548000000.0,2499000000.0,,1588000000.0,,-2569000000.0,,392000000.0,617000000.0,,,2247000000.0,,,,,1484000000.0,,16783000000.0,1842000000.0,2453000000.0,16204000000.0,5182000000.0,11022000000.0,2645000000.0,,2499000000.0,392000000.0,,,0.1461598045641423,0.1097539176547697,,0.11367563564551962,0.16712030484485574,,0.319797580844236,,,1.0357319180449271,1.4701506078751587,2107000000.0,0.12554370493952213,1.3566775244299674,56.07799964507414,56.34669876098633,67.34303613615221,51.04037370344125,58.74845615265861,980377600.0,3890387.301587302,252,0.004791524619508936,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
CTSH,mid_cap,2020-12-31,2020,16652000000.0,16652000000.0,,,,,,3100000000.0,,2114000000.0,24000000.0,,-18000000.0,,704000000.0,1392000000.0,,2.58,2.57,540000000.0,541000000.0,552000000.0,559000000.0,152000000.0,232000000.0,16923000000.0,6851000000.0,,2680000000.0,,44000000.0,,3087000000.0,,,1251000000.0,5031000000.0,1046000000.0,440000000.0,846000000.0,6087000000.0,3540000000.0,,389000000.0,,383000000.0,38000000.0,,,663000000.0,,368000000.0,10836000000.0,,,32000000.0,10689000000.0,110000000.0,,530000000.0,530000000.0,3299000000.0,,-1238000000.0,,-2009000000.0,,398000000.0,1123000000.0,,,1621000000.0,,,,,,-17000000.0,16652000000.0,1392000000.0,2114000000.0,16923000000.0,6087000000.0,10836000000.0,2680000000.0,,3299000000.0,398000000.0,,,0.12695171751141004,0.08359356233485467,,0.08225491934054245,0.12846068660022147,,0.3596879985818117,,,0.9839862908467766,1.5617386489479512,2901000000.0,0.1742133077107855,2.369971264367816,56.59200456626444,75.46326446533203,76.18150318246364,36.465318404243654,58.29648709202944,901182100.0,3561984.5849802373,253,0.33346159132728626,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
CTSH,mid_cap,2021-12-31,2021,18507000000.0,18507000000.0,,,,,,3503000000.0,,2826000000.0,9000000.0,,1000000.0,,693000000.0,2137000000.0,,4.06,4.05,527000000.0,528000000.0,574000000.0,574000000.0,182000000.0,246000000.0,17852000000.0,7342000000.0,,1792000000.0,,927000000.0,,3557000000.0,,,1171000000.0,5620000000.0,1218000000.0,463000000.0,701000000.0,5861000000.0,3529000000.0,,361000000.0,,403000000.0,38000000.0,,,626000000.0,,287000000.0,11991000000.0,,,27000000.0,11922000000.0,37000000.0,,525000000.0,525000000.0,2495000000.0,,-2164000000.0,,-1203000000.0,,279000000.0,970000000.0,,,771000000.0,,,,,,-16000000.0,18507000000.0,2137000000.0,2826000000.0,17852000000.0,5861000000.0,11991000000.0,1792000000.0,,2495000000.0,279000000.0,,,0.1526989787647917,0.1154698222294267,,0.1197064754649339,0.17821699608039362,,0.32831055343939053,,,1.0366905668832624,1.4887832541072472,2216000000.0,0.11973847733290106,1.1675245671502106,75.50928851427385,82.73729705810547,84.00557712864864,61.351007129730675,70.88205540369428,782091200.0,3103536.507936508,252,0.09572343596463995,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
CTSH,mid_cap,2022-12-31,2022,19428000000.0,19428000000.0,,,,,,3443000000.0,,2968000000.0,19000000.0,,48000000.0,,730000000.0,2290000000.0,,4.42,4.41,518000000.0,519000000.0,569000000.0,569000000.0,184000000.0,261000000.0,17852000000.0,7266000000.0,,2191000000.0,,310000000.0,,3796000000.0,,,1101000000.0,5710000000.0,1168000000.0,427000000.0,662000000.0,5543000000.0,3347000000.0,,360000000.0,,398000000.0,8000000.0,,,638000000.0,,362000000.0,12309000000.0,,,15000000.0,12588000000.0,-299000000.0,,509000000.0,509000000.0,2568000000.0,,-106000000.0,,-1939000000.0,,332000000.0,367000000.0,,,1422000000.0,,,,,,-21000000.0,19428000000.0,2290000000.0,2968000000.0,17852000000.0,5543000000.0,12309000000.0,2191000000.0,,2568000000.0,332000000.0,,,0.152769199094091,0.11787111385628989,,0.12827694375980284,0.18604273295962304,,0.31049742325789825,,,1.0882814250504145,1.4503209034040134,2236000000.0,0.11509162034177475,1.1213973799126637,82.69999232726678,54.15886306762695,87.4309925804777,48.38854557113872,67.59863784303703,854317300.0,3403654.581673307,251,-0.345116468048687,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
CTSH,mid_cap,2023-12-31,2023,19353000000.0,19353000000.0,,,,,,3252000000.0,,2689000000.0,41000000.0,,98000000.0,,668000000.0,2126000000.0,,4.21,4.21,505000000.0,505000000.0,519000000.0,555000000.0,165000000.0,176000000.0,18483000000.0,7506000000.0,,2621000000.0,,14000000.0,,3849000000.0,,,1048000000.0,6085000000.0,1149000000.0,435000000.0,656000000.0,5256000000.0,3333000000.0,,337000000.0,,385000000.0,33000000.0,,,606000000.0,,369000000.0,13227000000.0,,,15000000.0,13301000000.0,-94000000.0,,498000000.0,498000000.0,2330000000.0,,-331000000.0,,-1609000000.0,,317000000.0,409000000.0,,,1064000000.0,,,,,,33000000.0,19353000000.0,2126000000.0,2689000000.0,18483000000.0,5256000000.0,13227000000.0,2621000000.0,,2330000000.0,317000000.0,,,0.1389448664289774,0.10985376944143027,,0.11502461721581994,0.16073183639525213,,0.28436942054861225,,,1.0470702807985717,1.3973690179178953,2013000000.0,0.1040148814137343,1.0959548447789276,54.58501554288583,72.77843475341797,74.05035254265472,53.69001941010095,62.75671672058105,938963800.0,3755855.2,250,0.3333042782819786,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
CTSH,mid_cap,2024-12-31,2024,19736000000.0,19736000000.0,,,,,,3223000000.0,,2892000000.0,,,46000000.0,,713000000.0,2240000000.0,,4.52,4.51,496000000.0,497000000.0,529000000.0,542000000.0,188000000.0,175000000.0,19966000000.0,7504000000.0,,2231000000.0,,12000000.0,,4059000000.0,,,994000000.0,6953000000.0,1599000000.0,90000000.0,1026000000.0,5558000000.0,3585000000.0,,340000000.0,,450000000.0,33000000.0,,,875000000.0,,494000000.0,14408000000.0,,,13000000.0,14686000000.0,-296000000.0,,495000000.0,495000000.0,2124000000.0,,-1646000000.0,,-915000000.0,,297000000.0,1615000000.0,,,605000000.0,,,,,,-49000000.0,19736000000.0,2240000000.0,2892000000.0,19966000000.0,5558000000.0,14408000000.0,2231000000.0,,2124000000.0,297000000.0,,,0.1465342521280908,0.11349817592217268,,0.11219072423119303,0.15546918378678512,,0.2783732344986477,,,0.9884804167084043,1.3857579122709607,1827000000.0,0.0925719497365221,0.9482142857142857,72.53755234155875,75.14627838134766,80.73694976176671,61.96772488087466,72.09708875678925,932409200.0,3714777.689243028,251,0.03596380020523937,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,351600,0.983
DGII,small_cap,2010-06-30,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50943000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50943000.0,,,,,,,,,,,,,,,,,,,,9.25,11.100000381469727,12.319999694824219,7.289999961853027,9.644007940140982,22710900.0,90122.61904761905,252,0.2000000412399705,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2010-09-30,2010,,,182548000.0,,86266000.0,92209000.0,,,82256000.0,9953000.0,138000.0,,,,1578000.0,8941000.0,,0.36,0.36,24865000.0,25154000.0,,,7484000.0,3371000.0,266965000.0,143702000.0,,50943000.0,,,36634000.0,24090000.0,26550000.0,2141000.0,16396000.0,86210000.0,,,486000.0,26409000.0,21597000.0,,7449000.0,,,,,,,1457000.0,517000.0,240556000.0,,,,91649000.0,-9589000.0,27218000.0,,28666311.0,16095000.0,,-15167000.0,,2604000.0,,,3000000.0,,,,,,,,2509000.0,,182548000.0,8941000.0,9953000.0,266965000.0,26409000.0,240556000.0,50943000.0,,16095000.0,,,0.5051219405307097,0.054522646098560376,0.048978898700615725,,0.03349128162867792,0.03716806065947222,,0.09892307980446875,,,0.6837900099263948,1.1097831689918356,,,1.80013421317526,9.25,11.100000381469727,12.319999694824219,7.289999961853027,9.644007940140982,22710900.0,90122.61904761905,252,0.2000000412399705,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2011-06-30,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54684000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54684000.0,,,,,,,,,,,,,,,,,,,,11.239999771118164,11.15999984741211,15.390000343322754,9.289999961853027,11.802301569590492,30345900.0,120420.23809523809,252,-0.007117431079635694,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2011-09-30,2011,,,204160000.0,,94702000.0,106588000.0,,,89551000.0,17037000.0,86000.0,,,,5496000.0,11019000.0,,0.44,0.43,25312000.0,25819000.0,,,6171000.0,3444000.0,283895000.0,162234000.0,,54684000.0,,,51524000.0,26433000.0,23986000.0,2997000.0,15370000.0,86012000.0,,,545000.0,23179000.0,19486000.0,,6492000.0,,,,,,,813000.0,260000.0,260716000.0,,,,102668000.0,-10457000.0,26366000.0,,29100577.0,21839000.0,,-22399000.0,,4639000.0,,,3000000.0,,,0.0,,,,,3741000.0,,204160000.0,11019000.0,17037000.0,283895000.0,23179000.0,260716000.0,54684000.0,,21839000.0,,,0.5220807210031349,0.08344925548589342,0.05397237460815047,,0.03881364589020589,0.0422643796314764,,0.08164638334595536,,,0.7191391183360045,1.0889051688427254,,,1.9819402849623378,11.239999771118164,11.15999984741211,15.390000343322754,9.289999961853027,11.802301569590492,30345900.0,120420.23809523809,252,-0.007117431079635694,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2012-06-30,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265700000.0,,,,,,,,,,,,,,,,,,,,,11.380000114440918,9.470000267028809,12.579999923706055,8.119999885559082,10.165640014648437,24936400.0,99745.6,250,-0.16783829773326364,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2012-09-30,2012,,,190558000.0,,90221000.0,100337000.0,,,89456000.0,10881000.0,23000.0,,,,3282000.0,7615000.0,,0.3,0.29,25743000.0,26146000.0,,,4476000.0,3727000.0,293084000.0,173569000.0,,60246000.0,,,58372000.0,24634000.0,24435000.0,2493000.0,15157000.0,86209000.0,,,494000.0,22227000.0,18192000.0,,6040000.0,,,,,,,630000.0,111000.0,270834000.0,,,,110260000.0,-13725000.0,25489000.0,,29268788.0,15127000.0,,-10954000.0,,2311000.0,,,0.0,,,0.0,,,,,5562000.0,,190558000.0,7615000.0,10881000.0,293084000.0,22227000.0,270834000.0,60246000.0,,15127000.0,,,0.5265430997386622,0.05710072523851006,0.03996158649859885,,0.025982312238129683,0.028116853866205868,,0.07583832621364524,,,0.6501822003248215,1.0821536439294919,,,1.9864740643466843,11.380000114440918,9.470000267028809,12.579999923706055,8.119999885559082,10.165640014648437,24936400.0,99745.6,250,-0.16783829773326364,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2013-06-30,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272239000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272239000.0,,,,,,,,,,,,,,,,,,,,,9.630000114440918,12.119999885559082,12.5,8.510000228881836,9.929484132736448,18090900.0,71789.28571428571,252,0.2585669513528064,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2013-09-30,2013,,,195381000.0,,95258000.0,100123000.0,,,92576000.0,7547000.0,42000.0,,,,2433000.0,5805000.0,,0.22,0.22,25956000.0,26237000.0,,,4416000.0,3773000.0,299930000.0,148962000.0,,41320000.0,,,47006000.0,26829000.0,26140000.0,4493000.0,13910000.0,103569000.0,,,221000.0,25687000.0,21290000.0,,8906000.0,,,,,,,415000.0,79000.0,274243000.0,,,,116065000.0,-15590000.0,38517000.0,,30264224.0,11748000.0,,-19739000.0,,-10790000.0,,,12919000.0,,,14058000.0,,,,,-18926000.0,,195381000.0,5805000.0,7547000.0,299930000.0,25687000.0,274243000.0,41320000.0,,11748000.0,,,0.5124500335242423,0.03862709270604613,0.02971117969505735,,0.019354516053745874,0.021167358875158162,,0.08564331677391392,,,0.6514219984663088,1.0936651072224268,,,2.0237726098191215,9.630000114440918,12.119999885559082,12.5,8.510000228881836,9.929484132736448,18090900.0,71789.28571428571,252,0.2585669513528064,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2014-06-30,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273010000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273010000.0,,,,,,,,,,,,,,,,,,,,,12.100000381469727,9.289999961853027,12.75,6.900000095367432,8.966071424030122,20830400.0,82660.31746031746,252,-0.23223143231631715,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2014-09-30,2014,,,183173000.0,,92796000.0,90377000.0,,,85988000.0,4389000.0,5000.0,,,5061000.0,568000.0,1751000.0,,0.07,0.07,25345000.0,25730000.0,,,3589000.0,4330000.0,290459000.0,147681000.0,,47490000.0,,,,28576000.0,31247000.0,4249000.0,13109000.0,101484000.0,,,440000.0,25161000.0,21754000.0,,10451000.0,,,,,,,272000.0,411000.0,265298000.0,,,,117816000.0,-18277000.0,53237000.0,,30703895.0,1809000.0,,16579000.0,,-10960000.0,,,0.0,,,15702000.0,,,,,6170000.0,,183173000.0,1751000.0,4389000.0,290459000.0,25161000.0,265298000.0,47490000.0,,1809000.0,,,0.49339695260764416,0.02396095494423305,0.009559269106254743,,0.006028389548955274,0.006600125142292818,,0.08662496255925965,,,0.6306328948319728,1.0948405189635806,,,1.0331239291833239,12.100000381469727,9.289999961853027,12.75,6.900000095367432,8.966071424030122,20830400.0,82660.31746031746,252,-0.23223143231631715,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2015-06-30,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270643000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270643000.0,,,,,,,,,,,,,,,,,,,,,9.289999961853027,11.380000114440918,13.529999732971191,8.229999542236328,10.519285682647947,23005100.0,91290.07936507936,252,0.224973106692135,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2015-09-30,2015,203847000.0,,203847000.0,,106726000.0,97121000.0,,,86232000.0,10889000.0,4000.0,,,13117000.0,3684000.0,6588000.0,,0.27,0.26,24645000.0,25227000.0,,5347000.0,2910000.0,4301000.0,300360000.0,160185000.0,,45018000.0,,,,27788000.0,31877000.0,3435000.0,14339000.0,100183000.0,,,250000.0,25422000.0,23189000.0,,6673000.0,,,,,,,135000.0,457000.0,274938000.0,,,,124404000.0,-22613000.0,54535000.0,,31534198.0,14074000.0,,-19454000.0,,5145000.0,,,0.0,,,2339000.0,,,,,-2472000.0,,203847000.0,6588000.0,10889000.0,300360000.0,25422000.0,274938000.0,45018000.0,,14074000.0,,,0.47644066383120676,0.05341751411597914,0.0323183564143696,,0.021933679584498603,0.023961765925408638,,0.08463843387934479,,,0.6786755892928485,1.0924644829015997,,,2.136308439587128,9.289999961853027,11.380000114440918,13.529999732971191,8.229999542236328,10.519285682647947,23005100.0,91290.07936507936,252,0.224973106692135,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2016-06-30,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294900000.0,,,,,,,,,,,,,,,,,,,,,11.229999542236328,13.75,14.149999618530273,7.699999809265137,10.779642850633651,28338700.0,112455.15873015873,252,0.22439898134331027,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2016-09-30,2016,203005000.0,,203005000.0,,103325000.0,99680000.0,,,82575000.0,17105000.0,291000.0,,,16690000.0,3212000.0,16708000.0,,0.65,0.64,25760000.0,26311000.0,,4584000.0,,3654000.0,336166000.0,195645000.0,,75727000.0,,,,28685000.0,26276000.0,3578000.0,14041000.0,109448000.0,,,196000.0,36137000.0,23808000.0,,8569000.0,,361000.0,,,,,616000.0,776000.0,300029000.0,,,,141112000.0,-24691000.0,54209000.0,,32471175.0,27089000.0,,-3780000.0,,7749000.0,,,2860000.0,,,550000.0,,,,,30709000.0,,203005000.0,16708000.0,17105000.0,336166000.0,36137000.0,300029000.0,75727000.0,,27089000.0,,,0.49102238861111797,0.08425900839880791,0.08230339154208025,,0.04970163550150818,0.0556879501648174,,0.10749748636090503,,,0.6038832005616273,1.1204450236477141,,,1.6213191285611683,11.229999542236328,13.75,14.149999618530273,7.699999809265137,10.779642850633651,28338700.0,112455.15873015873,252,0.22439898134331027,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2017-09-30,2017,181340000.0,,181634000.0,,94107000.0,87233000.0,,,78367000.0,8866000.0,48000.0,,,9550000.0,147000.0,9403000.0,,0.36,0.35,26432000.0,27099000.0,,5565000.0,2597000.0,4659000.0,345189000.0,174360000.0,,78222000.0,,,,28855000.0,30238000.0,3032000.0,13241000.0,131995000.0,,,269000.0,26045000.0,17980000.0,,6240000.0,,1343000.0,,,,,534000.0,807000.0,319029000.0,,,,150363000.0,-22659000.0,54533000.0,,33007993.0,2475000.0,,-3743000.0,,3057000.0,,,30111000.0,,,938000.0,,,,,2495000.0,,181340000.0,9403000.0,8866000.0,345189000.0,26045000.0,319029000.0,78222000.0,,2475000.0,,,0.481046652696592,0.04889158486820337,0.051852873056137644,,0.027240149599205073,0.02947380959097762,,0.07545141936736106,,,0.5253353959714823,1.081998815154735,,,0.26321386791449536,13.949999809265137,9.550000190734863,14.0,8.5,10.818167321710472,21782100.0,86781.2749003984,251,-0.31541216334697986,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2018-09-30,2018,226893000.0,226893000.0,,,117839000.0,109054000.0,,,106272000.0,2782000.0,25000.0,,,3250000.0,1619000.0,1631000.0,,0.06,0.06,27083000.0,27652000.0,,12784000.0,9435000.0,4854000.0,372146000.0,162046000.0,,58014000.0,,,,49819000.0,41644000.0,2613000.0,8354000.0,154535000.0,,,1291000.0,41653000.0,35573000.0,,12911000.0,,3177000.0,,,,,,720000.0,330493000.0,,,,151961000.0,-23526000.0,54216000.0,,33812838.0,-2778000.0,,-23337000.0,,5827000.0,,,56258000.0,,,748000.0,,0.0,0.0,,-20208000.0,,226893000.0,1631000.0,2782000.0,372146000.0,41653000.0,330493000.0,58014000.0,,-2778000.0,,,0.4806406544053805,0.012261286156910967,0.007188410396089787,,0.004382688514722717,0.004935051574466025,,0.11192650196428283,,,0.6096881331520425,1.1260329265672797,,,-1.7032495401594114,9.600000381469727,10.09000015258789,14.699999809265137,9.279999732971191,11.803067667075837,22542600.0,89811.15537848606,251,0.05104164079659612,Digi International Inc.,Technology,Communication Equipment,913,0.861
DGII,small_cap,2019-09-30,2019,254203000.0,254203000.0,,,135168000.0,119035000.0,,,108963000.0,10072000.0,102000.0,,,11145000.0,1187000.0,9958000.0,,0.36,0.35,27905000.0,28554000.0,,13396000.0,8818000.0,5655000.0,398698000.0,192547000.0,,92792000.0,,,,56417000.0,39764000.0,3574000.0,13857000.0,153422000.0,,,875000.0,49720000.0,44458000.0,,21183000.0,,5025000.0,,0.0,0.0,,,3809000.0,348978000.0,,,,161919000.0,-25515000.0,54339000.0,,34608003.0,28964000.0,,5511000.0,,1113000.0,,,0.0,,,1071000.0,,0.0,0.0,,34778000.0,,254203000.0,9958000.0,10072000.0,398698000.0,49720000.0,348978000.0,92792000.0,0.0,28964000.0,,,0.46826748700841453,0.039621877003811916,0.039173416521441524,,0.024976297849500124,0.028534750041549897,0.0,0.12470591776231633,-92792000.0,,0.6375828321185458,1.1424731644974755,,,2.9086161879895562,9.989999771118164,17.719999313354492,18.989999771118164,9.949999809265137,13.437341292699179,38948300.0,154556.74603174604,252,0.7737737456795879,Digi International Inc.,Technology,Communication Equipment,913,0.861
