ticker,cap_group,end_date,year,Revenues,RevenueFromContractWithCustomerExcludingAssessedTax,SalesRevenueNet,CostOfRevenue,CostOfGoodsAndServicesSold,GrossProfit,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,OperatingExpenses,OperatingIncomeLoss,InterestExpense,InterestAndDebtExpense,NonoperatingIncomeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,DepreciationAndAmortization,DepreciationDepletionAndAmortization,AmortizationOfIntangibleAssets,ShareBasedCompensation,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsAndShortTermInvestments,ShortTermInvestments,AvailableForSaleSecuritiesCurrent,AccountsReceivableNetCurrent,InventoryNet,PrepaidExpenseAndOtherAssetsCurrent,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill,LongTermInvestments,OtherAssetsNoncurrent,Liabilities,LiabilitiesCurrent,LiabilitiesNoncurrent,AccountsPayableCurrent,AccruedLiabilitiesCurrent,DeferredRevenueCurrent,ShortTermBorrowings,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,DeferredTaxLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,CommonStocksIncludingAdditionalPaidInCapital,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLossNetOfTax,TreasuryStockValue,CommonStockSharesOutstanding,CommonStockSharesIssued,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInvestments,ProceedsFromSaleAndMaturityOfMarketableSecurities,PaymentsForRepurchaseOfCommonStock,PaymentsOfDividends,ProceedsFromIssuanceOfLongTermDebt,RepaymentsOfLongTermDebt,ProceedsFromRepaymentsOfShortTermDebt,CashAndCashEquivalentsPeriodIncreaseDecrease,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,revenue,net_income,operating_income,total_assets,total_liab,equity,cash,long_term_debt,cfo,capex,rd_expense,gross_margin,operating_margin,net_margin,rd_intensity,roa,roe,debt_to_equity,debt_to_assets,net_debt,net_debt_to_ebitda,asset_turnover,equity_multiplier,fcf,fcf_margin,cfo_to_net_income,price_open,price_close,price_high,price_low,price_avg,volume_total,volume_avg,trading_days,annual_return,longName,sector,industry,fullTimeEmployees,beta
AMD,large_cap,2018-12-29,2018,,6475000000.0,,,4028000000.0,2447000000.0,1434000000.0,562000000.0,,451000000.0,121000000.0,,,328000000.0,-9000000.0,337000000.0,,0.34,0.32,982000000.0,1064000000.0,,170000000.0,,137000000.0,4556000000.0,3540000000.0,,1078000000.0,,,,1235000000.0,845000000.0,270000000.0,348000000.0,289000000.0,,,321000000.0,,1984000000.0,,834000000.0,783000000.0,,,1250000000.0,,1114000000.0,11000000.0,192000000.0,1266000000.0,,,,-7436000000.0,-8000000.0,50000000.0,1005000000.0,1010000000.0,34000000.0,,-170000000.0,,28000000.0,,163000000.0,,,,,,0.0,41000000.0,0.0,,,6475000000.0,337000000.0,451000000.0,4556000000.0,,1266000000.0,1078000000.0,1250000000.0,34000000.0,163000000.0,1434000000.0,0.3779150579150579,0.06965250965250966,0.05204633204633204,0.22146718146718147,0.07396839332748024,0.26619273301737756,0.9873617693522907,,172000000.0,,1.4212028094820017,3.598736176935229,-129000000.0,-0.019922779922779923,0.10089020771513353,10.420000076293945,18.459999084472656,34.13999938964844,9.039999961853027,17.214501962243798,21237360800.0,84610999.20318726,251,0.7715929893772397,"Advanced Micro Devices, Inc.",Technology,Semiconductors,31000,2.022
AMD,large_cap,2019-12-28,2019,,6731000000.0,,,3863000000.0,2868000000.0,1547000000.0,750000000.0,,631000000.0,94000000.0,,,372000000.0,31000000.0,341000000.0,,0.31,0.3,1091000000.0,1120000000.0,,222000000.0,,197000000.0,6028000000.0,4597000000.0,,1466000000.0,,37000000.0,,1859000000.0,982000000.0,233000000.0,500000000.0,289000000.0,,,357000000.0,,2359000000.0,,988000000.0,1084000000.0,,,486000000.0,,486000000.0,,157000000.0,2827000000.0,,,,-7095000000.0,0.0,53000000.0,1170000000.0,1175000000.0,493000000.0,,-149000000.0,,43000000.0,,217000000.0,,,,0.0,,,403000000.0,-70000000.0,,,6731000000.0,341000000.0,631000000.0,6028000000.0,,2827000000.0,1466000000.0,486000000.0,493000000.0,217000000.0,1547000000.0,0.4260882484029119,0.09374535730203536,0.05066112019016491,0.2298321200415986,0.05656934306569343,0.12062256809338522,0.17191368942341706,,-980000000.0,,1.1166224286662243,2.132295719844358,276000000.0,0.04100430842371119,1.4457478005865103,18.010000228881836,45.86000061035156,47.310001373291016,16.940000534057617,29.941071457333035,16707875700.0,66301094.047619045,252,1.546363133122448,"Advanced Micro Devices, Inc.",Technology,Semiconductors,31000,2.022
AMD,large_cap,2020-12-26,2020,,9763000000.0,,,5416000000.0,4347000000.0,1983000000.0,995000000.0,,1369000000.0,47000000.0,,,1280000000.0,-1210000000.0,2490000000.0,,2.1,2.06,1184000000.0,1207000000.0,,,,274000000.0,8962000000.0,6143000000.0,,1595000000.0,,695000000.0,,2066000000.0,1399000000.0,378000000.0,641000000.0,289000000.0,,,373000000.0,,2417000000.0,,468000000.0,1796000000.0,,0.0,330000000.0,,330000000.0,,177000000.0,5837000000.0,,,,-4605000000.0,17000000.0,131000000.0,1211000000.0,1217000000.0,1071000000.0,,-952000000.0,,6000000.0,,294000000.0,,,,0.0,,,,,,,9763000000.0,2490000000.0,1369000000.0,8962000000.0,,5837000000.0,1595000000.0,330000000.0,1071000000.0,294000000.0,1983000000.0,0.44525248386766364,0.14022329202089523,0.25504455597664655,0.20311379698863055,0.2778397679089489,0.4265890011992462,0.0565358917252013,,-1265000000.0,,1.0893773711225172,1.5353777625492548,777000000.0,0.0795861927686162,0.43012048192771085,46.86000061035156,91.70999908447266,97.9800033569336,36.75,65.61972329362108,15577980100.0,61573043.87351779,253,0.9571062289788692,"Advanced Micro Devices, Inc.",Technology,Semiconductors,31000,2.022
AMD,large_cap,2021-12-25,2021,,16434000000.0,,,8505000000.0,7929000000.0,2845000000.0,1448000000.0,,3648000000.0,34000000.0,,,3675000000.0,513000000.0,3162000000.0,,2.61,2.57,1213000000.0,1229000000.0,,,,379000000.0,12419000000.0,8583000000.0,,2535000000.0,,1073000000.0,,2706000000.0,1955000000.0,312000000.0,702000000.0,289000000.0,0.0,,1478000000.0,,4240000000.0,,1321000000.0,2424000000.0,,312000000.0,1000000.0,,1000000.0,,321000000.0,7497000000.0,,,,-1451000000.0,-3000000.0,2130000000.0,1207000000.0,1232000000.0,3521000000.0,,686000000.0,,1895000000.0,,301000000.0,,,,1762000000.0,,,,,,,16434000000.0,3162000000.0,3648000000.0,12419000000.0,,7497000000.0,2535000000.0,1000000.0,3521000000.0,301000000.0,2845000000.0,0.4824753559693319,0.22197882438846295,0.1924059875867105,0.17311670926128758,0.254609871970368,0.4217687074829932,0.00013338668800853674,,-2534000000.0,,1.3232949512843224,1.6565292783780179,3220000000.0,0.19593525617622004,1.1135357368753953,92.11000061035156,143.89999389648438,164.4600067138672,72.5,101.14587302435012,12915228400.0,51250906.34920635,252,0.5622624355982526,"Advanced Micro Devices, Inc.",Technology,Semiconductors,31000,2.022
AMD,large_cap,2022-12-31,2022,,23601000000.0,,,12998000000.0,10603000000.0,5005000000.0,2336000000.0,,1264000000.0,88000000.0,,,1198000000.0,-122000000.0,1320000000.0,,0.85,0.84,1561000000.0,1571000000.0,,,,1081000000.0,67580000000.0,15019000000.0,,4835000000.0,,1020000000.0,,4126000000.0,3771000000.0,1265000000.0,1513000000.0,24177000000.0,24118000000.0,,2152000000.0,,6369000000.0,,2493000000.0,3077000000.0,,0.0,,,2467000000.0,,1664000000.0,54750000000.0,,,,-131000000.0,-41000000.0,3099000000.0,1612000000.0,1645000000.0,3565000000.0,,1999000000.0,,-3264000000.0,,450000000.0,,,,3702000000.0,,,,,,,23601000000.0,1320000000.0,1264000000.0,67580000000.0,,54750000000.0,4835000000.0,,3565000000.0,450000000.0,5005000000.0,0.4492606245498072,0.05355705266725986,0.055929833481632135,0.21206728528452184,0.01953240603728914,0.02410958904109589,,,,,0.3492305415803492,1.234337899543379,3115000000.0,0.13198593279945764,2.7007575757575757,145.13999938964844,64.7699966430664,152.4199981689453,54.56999969482422,90.88764930816285,22945447900.0,91416127.09163347,251,-0.5537412366305557,"Advanced Micro Devices, Inc.",Technology,Semiconductors,31000,2.022
AMD,large_cap,2023-12-30,2023,,22680000000.0,,,12220000000.0,10460000000.0,5872000000.0,2318000000.0,10059000000.0,401000000.0,106000000.0,,,508000000.0,-346000000.0,854000000.0,,0.53,0.53,1614000000.0,1625000000.0,,,2800000000.0,1384000000.0,67885000000.0,16768000000.0,,3933000000.0,,1840000000.0,,4323000000.0,4351000000.0,2312000000.0,1589000000.0,24262000000.0,21363000000.0,,2805000000.0,,6689000000.0,,2055000000.0,3082000000.0,,751000000.0,,751000000.0,1717000000.0,,1850000000.0,55892000000.0,,,,723000000.0,-10000000.0,4514000000.0,1616000000.0,1663000000.0,1667000000.0,1667000000.0,-1423000000.0,-1423000000.0,-1146000000.0,,546000000.0,,,,985000000.0,,,,,,,22680000000.0,854000000.0,401000000.0,67885000000.0,,55892000000.0,3933000000.0,,1667000000.0,546000000.0,5872000000.0,0.46119929453262787,0.017680776014109348,0.037654320987654324,0.2589065255731922,0.012580098696324666,0.015279467544550203,,,,,0.33409442439419607,1.214574536606312,1121000000.0,0.04942680776014109,1.9519906323185012,66.0,147.41000366210938,151.0500030517578,60.04999923706055,103.02935989379883,15400865000.0,61603460.0,250,1.233484903971354,"Advanced Micro Devices, Inc.",Technology,Semiconductors,31000,2.022
AMD,large_cap,2024-12-28,2024,,25785000000.0,,,13060000000.0,12725000000.0,6456000000.0,2735000000.0,10825000000.0,1900000000.0,92000000.0,,,2022000000.0,381000000.0,1641000000.0,,1.01,1.0,1620000000.0,1637000000.0,,,2400000000.0,1407000000.0,69226000000.0,19049000000.0,,3787000000.0,,1345000000.0,,6192000000.0,5734000000.0,1991000000.0,1802000000.0,24839000000.0,18930000000.0,,3918000000.0,,7281000000.0,,2466000000.0,4260000000.0,,0.0,,0.0,1721000000.0,,1816000000.0,57568000000.0,,,,2364000000.0,-69000000.0,6106000000.0,1622000000.0,1680000000.0,3041000000.0,3041000000.0,-1101000000.0,-1101000000.0,-2062000000.0,,636000000.0,,,,862000000.0,,,,,,,25785000000.0,1641000000.0,1900000000.0,69226000000.0,,57568000000.0,3787000000.0,,3041000000.0,636000000.0,6456000000.0,0.49350397517936784,0.0736862516967229,0.06364165212332752,0.2503781268179174,0.02370496634212579,0.028505419677598665,,,,,0.3724756594343166,1.2025083379655364,2405000000.0,0.09327128175295715,1.8531383302864106,144.27999877929688,122.44000244140625,227.3000030517578,117.9000015258789,157.81139449769282,13379519100.0,53304856.97211155,251,-0.15137230747623565,"Advanced Micro Devices, Inc.",Technology,Semiconductors,31000,2.022
BELFB,small_cap,2010-12-31,2010,,,,,,,11400000.0,40443000.0,,15160000.0,0.0,,,,1931000.0,13649000.0,,,,,,,8836000.0,600000.0,2200000.0,277172000.0,203564000.0,,83829000.0,,,,53312000.0,56970000.0,,44793000.0,4264000.0,11291000.0,,9904000.0,56839000.0,46268000.0,10571000.0,21180000.0,22545000.0,,,,,,,,220333000.0,,,,195477000.0,-39000.0,,,,7637000.0,,-44757000.0,,-3181000.0,,2427000.0,40424000.0,,0.0,0.0,3181000.0,,,,-40402000.0,,,13649000.0,15160000.0,277172000.0,56839000.0,220333000.0,83829000.0,,7637000.0,2427000.0,11400000.0,,,,,0.04924379085910554,0.06194714364166966,,0.20506761144704372,,,,1.2579686202248415,5210000.0,,0.5595281705619459,17.645966304582796,19.538047790527344,20.86239436326595,13.201151206336718,17.097290742964972,7233100.0,28702.777777777777,252,0.10722458908091426,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2011-12-31,2011,,,,,,,12000000.0,39284000.0,,7396000.0,0.0,,,,4108000.0,3764000.0,,,,,,,8667000.0,400000.0,1709000.0,276911000.0,207689000.0,,88241000.0,,,,39107000.0,53361000.0,4092000.0,39414000.0,4163000.0,10877000.0,,11954000.0,55831000.0,42425000.0,13406000.0,18459000.0,22936000.0,,,,,,,0.0,221080000.0,,,,196029000.0,-1550000.0,,,,30267000.0,,-22480000.0,,-3205000.0,,2928000.0,0.0,,433000.0,0.0,3205000.0,,,,4412000.0,,,3764000.0,7396000.0,276911000.0,55831000.0,221080000.0,88241000.0,,30267000.0,2928000.0,12000000.0,,,,,0.013592815019988371,0.017025511127193776,,0.20162073734882327,,,,1.2525375429708703,27339000.0,,8.041179596174283,19.717899035357615,15.540881156921387,21.948134379467195,11.063040768242018,16.13001114603073,7328100.0,29079.761904761905,252,-0.21183889170677417,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2012-12-31,2012,70600000.0,,,,,,12400000.0,39571000.0,,1663000.0,16000.0,,,,-1376000.0,2373000.0,,,,,,,9113000.0,800000.0,1767000.0,275189000.0,190918000.0,,71262000.0,,,,42865000.0,54924000.0,4482000.0,35002000.0,13559000.0,22191000.0,,12510000.0,59827000.0,46388000.0,13439000.0,18862000.0,25360000.0,,,,,,,233000.0,215362000.0,,,,195183000.0,-1427000.0,,,,11609000.0,11609000.0,-18866000.0,-18866000.0,-9886000.0,-9886000.0,4744000.0,19410000.0,,5119000.0,6644000.0,3225000.0,0.0,0.0,,-16979000.0,,70600000.0,2373000.0,1663000.0,275189000.0,59827000.0,215362000.0,71262000.0,,11609000.0,4744000.0,12400000.0,,0.023555240793201135,0.03361189801699717,0.17563739376770537,0.00862316444334621,0.011018656958980693,,0.21740331190563578,,,0.25655095225463226,1.2777973830109304,6865000.0,0.09723796033994335,4.892119679730299,15.955305131318976,16.460718154907227,17.470627469327205,11.956126588805311,14.91384453201294,7521800.0,30087.2,250,0.03167680087773217,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2013-12-31,2013,103300000.0,,,,,,14100000.0,45803000.0,,15047000.0,156000.0,,,,-743000.0,15908000.0,,,,,,,12382000.0,1900000.0,1879000.0,308141000.0,204155000.0,,62123000.0,,,,63849000.0,70019000.0,3519000.0,40896000.0,18490000.0,29472000.0,,13448000.0,79439000.0,66981000.0,12458000.0,29518000.0,22442000.0,,,,0.0,0.0,0.0,410000.0,228702000.0,,,,207993000.0,645000.0,,,,10581000.0,10581000.0,-26181000.0,-26181000.0,6039000.0,6039000.0,6940000.0,30994000.0,,2820000.0,3356000.0,3111000.0,0.0,0.0,,-9139000.0,,103300000.0,15908000.0,15047000.0,308141000.0,79439000.0,228702000.0,62123000.0,,10581000.0,6940000.0,14100000.0,,0.14566311713455954,0.15399806389157794,0.13649564375605033,0.05162571679847862,0.06955776512667139,,0.25780081196595067,,,0.33523614189608003,1.3473472029103375,3641000.0,0.03524685382381414,0.6651370379683178,16.906970366336157,18.252809524536133,19.726050726432717,11.35846006275746,14.725419551607162,7141300.0,28338.492063492064,252,0.0796026212289167,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2014-12-31,2014,487076000.0,,,,,87355000.0,21500000.0,72061000.0,,13472000.0,3978000.0,,,,1167000.0,8603000.0,,,,,,,20367000.0,5400000.0,2717000.0,630372000.0,310656000.0,,77138000.0,,,,99605000.0,113630000.0,,69261000.0,118369000.0,95502000.0,,33700000.0,411148000.0,121802000.0,,61926000.0,42588000.0,,,232600000.0,13438000.0,219187000.0,15739000.0,448000.0,224273000.0,,,21626000.0,213409000.0,-11948000.0,,,,,22457000.0,,-217670000.0,,211548000.0,9042000.0,208693000.0,,0.0,0.0,3160000.0,215000000.0,5375000.0,,15015000.0,,487076000.0,8603000.0,13472000.0,630372000.0,411148000.0,224273000.0,77138000.0,232600000.0,,9042000.0,21500000.0,0.17934572838735638,0.027658927970173032,0.017662541369314028,0.04414095541558196,0.01364749703349768,0.038359499360154814,1.0371288563491816,0.6522307462894925,155462000.0,,0.7726802586409295,2.810735130844997,,,,18.295636796860656,23.70882225036621,25.373813585226202,15.296276059614106,20.307153679075697,9757600.0,38720.63492063492,252,0.2958730277392916,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2015-12-31,2015,567080000.0,,,,,108827000.0,27700000.0,77952000.0,,28600000.0,7588000.0,,,,6535000.0,19197000.0,,,,,,,23009000.0,7000000.0,2815000.0,578505000.0,280471000.0,,85040000.0,,,,86268000.0,98510000.0,,57611000.0,121634000.0,87827000.0,,27524000.0,345383000.0,121852000.0,,49798000.0,38323000.0,,,183500000.0,24772000.0,158776000.0,8310000.0,574000.0,233122000.0,,,24440000.0,229371000.0,-21876000.0,,,,65789000.0,65789000.0,-9814000.0,-9814000.0,-48814000.0,-48814000.0,9891000.0,0.0,,2820000.0,0.0,3238000.0,0.0,22438000.0,,7902000.0,,567080000.0,19197000.0,28600000.0,578505000.0,345383000.0,233122000.0,85040000.0,183500000.0,65789000.0,9891000.0,27700000.0,0.19190766734852224,0.05043380122734006,0.033852366509134514,0.048846723566339845,0.0331838099929992,0.08234744039601583,0.7871414967270356,0.597026819128616,98460000.0,,0.9802508189211848,2.4815547224200203,55898000.0,0.09857163010509981,3.4270458925873832,23.76952891964529,15.194148063659668,23.873591795764177,14.201122635886533,17.86618938143291,11570000.0,45912.69841269841,252,-0.36077201550671667,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2016-12-31,2016,500153000.0,,,,,99908000.0,26700000.0,71005000.0,,-76512000.0,6662000.0,,,,-17718000.0,-64834000.0,,,,,,,21778000.0,7000000.0,2817000.0,426740000.0,255442000.0,,73411000.0,,,,74416000.0,98871000.0,,48755000.0,17951000.0,74828000.0,,26354000.0,268306000.0,92327000.0,,47235000.0,31549000.0,,,141200000.0,11395000.0,129850000.0,1460000.0,311000.0,158434000.0,,,27242000.0,161287000.0,-31297000.0,,,,38603000.0,38603000.0,-2384000.0,-2384000.0,-47478000.0,-47478000.0,8223000.0,0.0,,2164000.0,,3245000.0,0.0,43389000.0,,-11629000.0,,500153000.0,-64834000.0,-76512000.0,426740000.0,268306000.0,158434000.0,73411000.0,141200000.0,38603000.0,8223000.0,26700000.0,0.19975487500824748,-0.15297718898017207,-0.12962833372987867,0.05338366459863282,-0.15192857477621033,-0.4092177184190262,0.8912228435815545,0.628734123822468,67789000.0,,1.1720321507240943,2.6934875089942816,30380000.0,0.06074141312758296,-0.5954129006385539,15.071114597065852,27.590776443481445,30.001620267187377,11.748777599520242,18.00405764958215,10599900.0,42063.09523809524,252,0.8307057693565016,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2017-12-31,2017,491611000.0,491611000.0,,,389262000.0,102349000.0,28800000.0,84655000.0,,17386000.0,6802000.0,,,,21540000.0,-11897000.0,,,,,,,20718000.0,6700000.0,3030000.0,431265000.0,266099000.0,,69354000.0,,,,78808000.0,107719000.0,,43495000.0,20177000.0,69366000.0,,27973000.0,273305000.0,87300000.0,,47947000.0,30508000.0,,,122700000.0,2641000.0,120053000.0,1567000.0,17303000.0,157960000.0,,,28575000.0,147807000.0,-19625000.0,,,,24120000.0,,-6349000.0,,-24317000.0,,6425000.0,0.0,,0.0,,3281000.0,125000000.0,143799000.0,,-4057000.0,,491611000.0,-11897000.0,17386000.0,431265000.0,273305000.0,157960000.0,69354000.0,122700000.0,24120000.0,6425000.0,28800000.0,0.20819102908600498,0.035365360010252006,-0.024200028070974815,0.058582903962685944,-0.027586286853790592,-0.07531653583185617,0.7767789313750316,0.6337286819009194,53346000.0,,1.1399278865662643,2.7302165105089897,17695000.0,0.03599390575068499,-2.027401866016643,27.724706401558272,22.712804794311523,30.172493083568263,19.37357072266719,24.17688279322894,7954200.0,31690.03984063745,251,-0.18077383885172738,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2018-01-01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20177000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.911245535996468,16.831375122070312,26.4187106642584,15.150060126379126,20.057964389542658,5660400.0,22551.394422310757,251,-0.26536621085806567,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2018-12-31,2018,,548184000.0,,,408927000.0,139257000.0,29487000.0,82600000.0,,26948000.0,5317000.0,,1985000.0,,2907000.0,20709000.0,,,,,,,18207000.0,6400000.0,2835000.0,443524000.0,290509000.0,,53911000.0,,,,91939000.0,120068000.0,,43932000.0,19817000.0,62689000.0,,26081000.0,267054000.0,106030000.0,,56171000.0,32290000.0,,,114200000.0,2508000.0,111705000.0,1161000.0,1922000.0,176470000.0,,,31387000.0,168695000.0,-24838000.0,,,,10097000.0,,-13694000.0,,-12307000.0,,11594000.0,2177000.0,,1348000.0,,3295000.0,0.0,9012000.0,,-15443000.0,461000.0,548184000.0,20709000.0,26948000.0,443524000.0,267054000.0,176470000.0,53911000.0,114200000.0,10097000.0,11594000.0,29487000.0,0.25403331728032924,0.04915867664871649,0.03777746158224246,0.053790333172803295,0.04669194902643375,0.1173513911713039,0.6471354904516349,0.6021184873873793,60289000.0,,1.2359737015358807,2.513311044370148,-1497000.0,-0.0027308349021496433,0.4875657926505384,22.911245535996468,16.831375122070312,26.4187106642584,15.150060126379126,20.057964389542658,5660400.0,22551.394422310757,251,-0.26536621085806567,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2019-09-30,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.867925159911255,19.035202026367188,25.471365191830976,8.341869881808021,17.103470469278,10743500.0,42632.93650793651,252,0.1284850890616196,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2019-10-01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10778000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.867925159911255,19.035202026367188,25.471365191830976,8.341869881808021,17.103470469278,10743500.0,42632.93650793651,252,0.1284850890616196,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2019-12-31,2019,,492412000.0,,,382439000.0,109973000.0,26925000.0,77416000.0,,-1595000.0,5448000.0,,-259000.0,,1441000.0,-8743000.0,,,,,,,16471000.0,6400000.0,2888000.0,468917000.0,283181000.0,,72289000.0,,,,76092000.0,107276000.0,,41943000.0,21993000.0,72364000.0,,27201000.0,300866000.0,90218000.0,,44169000.0,26918000.0,,,145014000.0,5489000.0,138215000.0,,10510000.0,168051000.0,,,33826000.0,157063000.0,-24065000.0,,,,24450000.0,,-33087000.0,,25226000.0,,9891000.0,29003000.0,,,448000.0,3352000.0,,2974000.0,,,1789000.0,492412000.0,-8743000.0,-1595000.0,468917000.0,300866000.0,168051000.0,72289000.0,145014000.0,24450000.0,9891000.0,26925000.0,0.22333533707545714,-0.0032391574535145366,-0.017755456812587833,0.05467982096293348,-0.018645090709016734,-0.05202587309804762,0.8629166145991396,0.6416188792472869,72725000.0,,1.0501048159908897,2.790325555932425,14559000.0,0.029566704304525477,-2.7965229326318197,16.867925159911255,19.035202026367188,25.471365191830976,8.341869881808021,17.103470469278,10743500.0,42632.93650793651,252,0.1284850890616196,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2020-12-31,2020,,465771000.0,,,346041000.0,119730000.0,23611000.0,78704000.0,,18667000.0,4746000.0,,-1785000.0,12136000.0,-659000.0,12795000.0,,,,,,,16423000.0,7100000.0,2318000.0,453866000.0,280216000.0,,84939000.0,,,,71372000.0,100133000.0,,34501000.0,23966000.0,65789000.0,,29472000.0,268067000.0,87536000.0,,39774000.0,28476000.0,,,116835000.0,5286000.0,110294000.0,,10434000.0,185799000.0,,,36136000.0,166491000.0,-18063000.0,,,,46108000.0,,-1515000.0,,-32142000.0,,5476000.0,0.0,,,0.0,3363000.0,,8179000.0,,,199000.0,465771000.0,12795000.0,18667000.0,453866000.0,268067000.0,185799000.0,84939000.0,116835000.0,46108000.0,5476000.0,23611000.0,0.25705765279504306,0.04007763471748992,0.027470581036603825,0.050692292993767325,0.028191140116245763,0.06886474092971437,0.6288246976571457,0.5906302741337751,31896000.0,,1.026230208916288,2.4427795628609412,40632000.0,0.08723600224144483,3.603595154357171,19.239482623130872,14.306615829467773,20.029411500552808,5.9154558410488605,11.399581618930982,11378600.0,44974.703557312256,253,-0.25639290256862246,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2021-01-01,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23966000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.668326617190901,12.542869567871094,21.986815233946178,10.204341953461588,14.470604885192145,24767900.0,98285.31746031746,252,-0.14490112640584552,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2021-12-31,2021,,543494000.0,,,409111000.0,134383000.0,21891000.0,86612000.0,,31257000.0,3542000.0,,-388000.0,27327000.0,2506000.0,24821000.0,,,,,,,16861000.0,7100000.0,2300000.0,511846000.0,329016000.0,,61756000.0,,,,87135000.0,139383000.0,,38210000.0,26651000.0,60995000.0,,31261000.0,303103000.0,112012000.0,,65960000.0,34453000.0,,,112500000.0,0.0,112500000.0,,10093000.0,208743000.0,208743000.0,,38419000.0,187935000.0,-18863000.0,0.0,,,4632000.0,,-18878000.0,,-8400000.0,,9397000.0,16811000.0,,,0.0,3379000.0,,104846000.0,,,-537000.0,543494000.0,24821000.0,31257000.0,511846000.0,303103000.0,208743000.0,61756000.0,112500000.0,4632000.0,9397000.0,21891000.0,0.24725755942107916,0.0575112144752288,0.045669317416567615,0.04027827354119825,0.0484931014406677,0.11890698131194818,0.5389402279357871,0.5921761623613352,50744000.0,,1.0618310976348355,2.452039110293519,-4765000.0,-0.008767346097657011,0.18661617179001652,14.668326617190901,12.542869567871094,21.986815233946178,10.204341953461588,14.470604885192145,24767900.0,98285.31746031746,252,-0.14490112640584552,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
BELFB,small_cap,2022-01-01,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26651000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.639873931126054,32.45278549194336,37.943743425487554,11.290026202268894,21.44644095508226,18537200.0,73853.38645418327,251,1.56749281430944,Bel Fuse Inc.,Technology,Electronic Components,4964,1.183
