ticker,cap_group,end_date,year,Revenues,RevenueFromContractWithCustomerExcludingAssessedTax,SalesRevenueNet,CostOfRevenue,CostOfGoodsAndServicesSold,GrossProfit,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,OperatingExpenses,OperatingIncomeLoss,InterestExpense,InterestAndDebtExpense,NonoperatingIncomeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,DepreciationAndAmortization,DepreciationDepletionAndAmortization,AmortizationOfIntangibleAssets,ShareBasedCompensation,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsAndShortTermInvestments,ShortTermInvestments,AvailableForSaleSecuritiesCurrent,AccountsReceivableNetCurrent,InventoryNet,PrepaidExpenseAndOtherAssetsCurrent,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill,LongTermInvestments,OtherAssetsNoncurrent,Liabilities,LiabilitiesCurrent,LiabilitiesNoncurrent,AccountsPayableCurrent,AccruedLiabilitiesCurrent,DeferredRevenueCurrent,ShortTermBorrowings,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,DeferredTaxLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,CommonStocksIncludingAdditionalPaidInCapital,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLossNetOfTax,TreasuryStockValue,CommonStockSharesOutstanding,CommonStockSharesIssued,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInvestments,ProceedsFromSaleAndMaturityOfMarketableSecurities,PaymentsForRepurchaseOfCommonStock,PaymentsOfDividends,ProceedsFromIssuanceOfLongTermDebt,RepaymentsOfLongTermDebt,ProceedsFromRepaymentsOfShortTermDebt,CashAndCashEquivalentsPeriodIncreaseDecrease,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
AAPL,large_cap,2013-03-30,2013,,,43603000000.0,,60706000000.0,16349000000.0,2129000000.0,5512000000.0,7641000000.0,29768000000.0,0.0,,809000000.0,30577000000.0,7952000000.0,9547000000.0,,1.45,1.44,939273000.0,946626000.0,,,,1120000000.0,194743000000.0,63337000000.0,,12053000000.0,,,27084000000.0,7084000000.0,1245000000.0,,15026000000.0,1400000000.0,4136000000.0,,5294000000.0,59253000000.0,35508000000.0,,14912000000.0,13331000000.0,7265000000.0,,,,,16481000000.0,20868000000.0,135490000000.0,,,,116572000000.0,964000000.0,,940094000.0,940094000.0,35930000000.0,35930000000.0,-27878000000.0,-27878000000.0,-6745000000.0,-6745000000.0,,299000000.0,,,1950000000.0,2490000000.0,,,,1307000000.0,
AAPL,large_cap,2013-06-29,2013,,,35323000000.0,,83005000000.0,13024000000.0,3307000000.0,8157000000.0,11464000000.0,38969000000.0,53000000.0,,1043000000.0,40012000000.0,10487000000.0,6900000000.0,,1.07,1.07,6526714000.0,6574205000.0,,,,1698000000.0,199856000000.0,68219000000.0,,11248000000.0,,,31358000000.0,8839000000.0,1697000000.0,,16327000000.0,1522000000.0,4353000000.0,,5421000000.0,76502000000.0,36319000000.0,,15516000000.0,13470000000.0,7333000000.0,,16958000000.0,,,16070000000.0,20553000000.0,123354000000.0,,,,104564000000.0,-234000000.0,,908442000.0,908442000.0,43758000000.0,43758000000.0,-34385000000.0,-34385000000.0,-8871000000.0,-8871000000.0,,443000000.0,,,17950000000.0,2789000000.0,16896000000.0,,,502000000.0,
AAPL,large_cap,2013-09-28,2013,,,37472000000.0,,,13871000000.0,,,,,,,,,,7512000000.0,,1.19,1.18,,,,,,,207000000000.0,73286000000.0,,14259000000.0,,,26287000000.0,13102000000.0,1764000000.0,,16597000000.0,1577000000.0,4179000000.0,,5146000000.0,83451000000.0,43658000000.0,,22367000000.0,13856000000.0,7435000000.0,,16960000000.0,,,16489000000.0,20208000000.0,123549000000.0,,19764000000.0,,104256000000.0,-471000000.0,,6294494000.0,6294494000.0,,,,,,,,,,,,2763000000.0,,,,,
AAPL,large_cap,2013-12-28,2013,,,57594000000.0,,35748000000.0,21846000000.0,1330000000.0,3053000000.0,4383000000.0,17463000000.0,84000000.0,,246000000.0,17709000000.0,4637000000.0,13072000000.0,,2.08,2.07,6272504000.0,6310161000.0,,,,681000000.0,225184000000.0,80347000000.0,,14077000000.0,,,26634000000.0,14200000000.0,2122000000.0,,15488000000.0,2022000000.0,4105000000.0,,5091000000.0,95500000000.0,53769000000.0,,29588000000.0,15824000000.0,8357000000.0,,16961000000.0,,,18306000000.0,21699000000.0,129684000000.0,,,,109431000000.0,-306000000.0,,892447000.0,892447000.0,22670000000.0,22670000000.0,-15103000000.0,-15103000000.0,-7749000000.0,-7749000000.0,1985000000.0,525000000.0,,,5029000000.0,2739000000.0,0.0,,,-182000000.0,
AAPL,large_cap,2014-03-29,2014,,,45646000000.0,,63447000000.0,17947000000.0,2752000000.0,5985000000.0,8737000000.0,31056000000.0,169000000.0,,471000000.0,31527000000.0,8232000000.0,10223000000.0,,1.67,1.66,6197903000.0,6233430000.0,,,,1377000000.0,205989000000.0,70541000000.0,,18949000000.0,,,22401000000.0,9700000000.0,1829000000.0,,15120000000.0,2055000000.0,3928000000.0,,5106000000.0,85810000000.0,43208000000.0,,18914000000.0,15984000000.0,8310000000.0,,16962000000.0,,,19471000000.0,22476000000.0,120179000000.0,,21496000000.0,,98934000000.0,-251000000.0,,861745.0,861745.0,,36208000000.0,,-3362000000.0,,-28156000000.0,3367000000.0,559000000.0,,,23000000000.0,2655000000.0,0.0,,,4690000000.0,
AAPL,large_cap,2014-06-28,2014,,,37432000000.0,,86144000000.0,14735000000.0,4355000000.0,8835000000.0,13190000000.0,41338000000.0,269000000.0,,673000000.0,42011000000.0,10968000000.0,7748000000.0,,1.29,1.28,6136147000.0,6172857000.0,,,,2101000000.0,222520000000.0,67949000000.0,,12977000000.0,,,24828000000.0,10788000000.0,1594000000.0,,17585000000.0,2374000000.0,3767000000.0,,4160000000.0,101580000000.0,46205000000.0,,20535000000.0,15264000000.0,8396000000.0,,29030000000.0,,,20159000000.0,23287000000.0,120940000000.0,,22139000000.0,,98715000000.0,86000000.0,,5989171000.0,5989171000.0,,46463000000.0,,-25576000000.0,,-22169000000.0,5745000000.0,898000000.0,,,28000000000.0,2830000000.0,11960000000.0,,,-1282000000.0,
AAPL,large_cap,2014-09-27,2014,,,42123000000.0,,,16009000000.0,,,,,,,,,,8467000000.0,,1.43,1.42,,,,,,,231839000000.0,68531000000.0,,13844000000.0,,,11233000000.0,17460000000.0,2111000000.0,,20624000000.0,4616000000.0,4142000000.0,,3764000000.0,120292000000.0,63448000000.0,,30196000000.0,18453000000.0,8491000000.0,,28987000000.0,0.0,28987000000.0,20259000000.0,24826000000.0,111547000000.0,,23313000000.0,,87152000000.0,1082000000.0,,5866161000.0,5866161000.0,,,,,,,,,,,,2807000000.0,,,,,
AAPL,large_cap,2014-12-27,2014,,,74599000000.0,,44858000000.0,29741000000.0,1895000000.0,3600000000.0,5495000000.0,24246000000.0,131000000.0,,170000000.0,24416000000.0,6392000000.0,18024000000.0,,3.08,3.06,5843082000.0,5881803000.0,,,,888000000.0,261894000000.0,83403000000.0,,19478000000.0,,,12985000000.0,16709000000.0,2283000000.0,,20392000000.0,4629000000.0,4370000000.0,,3608000000.0,138566000000.0,73611000000.0,,38001000000.0,22724000000.0,8987000000.0,,32504000000.0,,,23371000000.0,28971000000.0,123328000000.0,,24187000000.0,,97178000000.0,1963000000.0,,5826419000.0,5826419000.0,,33722000000.0,,-21165000000.0,,-6923000000.0,3217000000.0,23000000.0,,,5030000000.0,2750000000.0,3485000000.0,,,5634000000.0,
AAPL,large_cap,2015-03-28,2015,,,58010000000.0,,79212000000.0,23656000000.0,3813000000.0,7060000000.0,10873000000.0,42524000000.0,294000000.0,,456000000.0,42980000000.0,11387000000.0,13569000000.0,,2.34,2.33,5818441000.0,5858330000.0,,,,1815000000.0,261194000000.0,67891000000.0,,14489000000.0,,,18607000000.0,10905000000.0,2396000000.0,,20151000000.0,4711000000.0,4061000000.0,,3937000000.0,132188000000.0,58729000000.0,,23159000000.0,22827000000.0,8944000000.0,,40072000000.0,,,23825000000.0,29816000000.0,129006000000.0,,25376000000.0,,100920000000.0,2710000000.0,,5762278000.0,5762278000.0,,52803000000.0,,-43496000000.0,,-8662000000.0,5586000000.0,115000000.0,,,12000000000.0,2734000000.0,11332000000.0,,,645000000.0,
AAPL,large_cap,2015-06-27,2015,,,49605000000.0,,109136000000.0,19681000000.0,5847000000.0,10624000000.0,16471000000.0,56607000000.0,495000000.0,,846000000.0,57453000000.0,15183000000.0,10677000000.0,,1.86,1.85,5788922000.0,5829920000.0,,,,2671000000.0,273151000000.0,70953000000.0,,15319000000.0,,,19384000000.0,10370000000.0,2042000000.0,,21149000000.0,5044000000.0,3779000000.0,,4081000000.0,147474000000.0,65285000000.0,,26474000000.0,22724000000.0,9088000000.0,,,2500000000.0,47419000000.0,24539000000.0,31296000000.0,125677000000.0,,26327000000.0,,98252000000.0,1098000000.0,,5705400000.0,5705400000.0,,67791000000.0,,-54899000000.0,,-11417000000.0,7629000000.0,230000000.0,,,22000000000.0,2997000000.0,21312000000.0,0.0,,1475000000.0,
AAPL,large_cap,2015-09-26,2015,,,51501000000.0,,,20548000000.0,,,,,,,,,,11124000000.0,,1.97,1.96,,,,,,,290479000000.0,89378000000.0,,21120000000.0,,,20481000000.0,16849000000.0,2349000000.0,,22471000000.0,5116000000.0,3893000000.0,,5556000000.0,171124000000.0,80610000000.0,,35490000000.0,25181000000.0,8940000000.0,,,2500000000.0,53463000000.0,24062000000.0,33427000000.0,119355000000.0,,27416000000.0,,92284000000.0,-345000000.0,,5578753000.0,5578753000.0,,,,,,,,,,,,2950000000.0,,,,,
AAPL,large_cap,2015-12-26,2015,,,75872000000.0,,45449000000.0,30423000000.0,2404000000.0,3848000000.0,6252000000.0,24171000000.0,276000000.0,,402000000.0,24573000000.0,6212000000.0,18361000000.0,,3.3,3.28,5558930000.0,5594127000.0,,,,1078000000.0,293284000000.0,76219000000.0,,16689000000.0,,,21385000000.0,12953000000.0,2451000000.0,,22300000000.0,5202000000.0,3924000000.0,,7974000000.0,165017000000.0,76092000000.0,,33312000000.0,24032000000.0,8989000000.0,,,2500000000.0,53204000000.0,21617000000.0,32175000000.0,128267000000.0,,28253000000.0,,101494000000.0,-1480000000.0,,5544487000.0,5544487000.0,,27463000000.0,,-20450000000.0,,-11444000000.0,3612000000.0,86000000.0,,,6863000000.0,2898000000.0,0.0,,,-4431000000.0,
AAPL,large_cap,2016-03-26,2016,,,126429000000.0,,76085000000.0,50344000000.0,4915000000.0,7271000000.0,12186000000.0,38158000000.0,597000000.0,,557000000.0,38715000000.0,9838000000.0,28877000000.0,,5.22,5.19,5536656000.0,5567506000.0,,,,2126000000.0,305277000000.0,87592000000.0,,21514000000.0,,,33769000000.0,12229000000.0,2281000000.0,,23203000000.0,5249000000.0,3843000000.0,,7745000000.0,174820000000.0,68265000000.0,,25098000000.0,23208000000.0,9461000000.0,,,2500000000.0,69374000000.0,22955000000.0,33859000000.0,130457000000.0,,29484000000.0,,102021000000.0,-1048000000.0,,5478446000.0,5478446000.0,39064000000.0,39064000000.0,-34110000000.0,-34110000000.0,-4560000000.0,-4560000000.0,5948000000.0,140000000.0,,,13530000000.0,2879000000.0,15584000000.0,,,394000000.0,
AAPL,large_cap,2016-06-25,2016,,,42358000000.0,,102337000000.0,16106000000.0,7475000000.0,10712000000.0,18187000000.0,48263000000.0,1006000000.0,,921000000.0,49184000000.0,12511000000.0,7796000000.0,,1.43,1.42,5505456000.0,5535931000.0,,,,3180000000.0,305602000000.0,93761000000.0,,18237000000.0,,,43519000000.0,11714000000.0,1831000000.0,,25448000000.0,5261000000.0,3506000000.0,,7862000000.0,179061000000.0,71486000000.0,,26318000000.0,20820000000.0,8352000000.0,,,3500000000.0,68939000000.0,24560000000.0,35572000000.0,126541000000.0,,30106000000.0,,96542000000.0,-107000000.0,,5393165000.0,5393165000.0,49698000000.0,49698000000.0,-38580000000.0,-38580000000.0,-14001000000.0,-14001000000.0,8757000000.0,146000000.0,,,23696000000.0,3117000000.0,17984000000.0,2500000000.0,,-2883000000.0,
AAPL,large_cap,2016-09-24,2016,,,46852000000.0,,,17813000000.0,,,,,,,,,,9014000000.0,,1.68,1.67,,,,,,,321686000000.0,106869000000.0,,20484000000.0,,,46671000000.0,15754000000.0,2132000000.0,,27010000000.0,5414000000.0,3206000000.0,,8757000000.0,193437000000.0,79006000000.0,,37294000000.0,22027000000.0,8080000000.0,,,3500000000.0,75427000000.0,26019000000.0,36074000000.0,128249000000.0,,31251000000.0,,96364000000.0,634000000.0,,5336166000.0,5336166000.0,,,,,,,,,,,,3071000000.0,,,,,
AAPL,large_cap,2016-12-31,2016,78351000000.0,,78351000000.0,,48175000000.0,30176000000.0,2871000000.0,3946000000.0,6817000000.0,23359000000.0,525000000.0,,821000000.0,24180000000.0,6289000000.0,17891000000.0,,3.38,3.36,5298661000.0,5327995000.0,,,,1256000000.0,331141000000.0,103332000000.0,,16371000000.0,,,44081000000.0,14057000000.0,2712000000.0,,26510000000.0,5423000000.0,2848000000.0,,7390000000.0,198751000000.0,84130000000.0,,38510000000.0,23739000000.0,7889000000.0,,,3499000000.0,73557000000.0,26948000000.0,37901000000.0,132390000000.0,,32144000000.0,,100001000000.0,245000000.0,,5255423000.0,5255423000.0,27234000000.0,27056000000.0,-19122000000.0,-19122000000.0,-12225000000.0,-12047000000.0,3334000000.0,17000000.0,,,10851000000.0,3042000000.0,0.0,,,-4113000000.0,
AAPL,large_cap,2017-04-01,2017,52896000000.0,,131247000000.0,,80480000000.0,50767000000.0,5647000000.0,7664000000.0,13311000000.0,37456000000.0,1055000000.0,,1408000000.0,38864000000.0,9944000000.0,28920000000.0,,5.5,5.46,5262226000.0,5294841000.0,,,,2473000000.0,334532000000.0,101990000000.0,,15157000000.0,,,51944000000.0,11579000000.0,2910000000.0,,27163000000.0,5473000000.0,2617000000.0,,7549000000.0,200450000000.0,73342000000.0,,28573000000.0,23096000000.0,7682000000.0,,,3999000000.0,84531000000.0,28226000000.0,39470000000.0,134082000000.0,,33579000000.0,,100925000000.0,-422000000.0,,5205815000.0,5205815000.0,39579000000.0,,-33324000000.0,,-11582000000.0,,6309000000.0,67000000.0,,,18012000000.0,6030000000.0,10975000000.0,0.0,,-5327000000.0,
AAPL,large_cap,2017-07-01,2017,45408000000.0,,176655000000.0,,108400000000.0,17488000000.0,8584000000.0,11447000000.0,20031000000.0,48224000000.0,1657000000.0,,1948000000.0,50172000000.0,12535000000.0,8717000000.0,,1.68,1.67,5239847000.0,5274394000.0,,,,3666000000.0,345173000000.0,112875000000.0,,18571000000.0,,,58188000000.0,12399000000.0,3146000000.0,,29286000000.0,5661000000.0,2444000000.0,,10150000000.0,212748000000.0,81302000000.0,,31915000000.0,23304000000.0,7608000000.0,,,6495000000.0,89864000000.0,30191000000.0,38598000000.0,132425000000.0,,34445000000.0,,98525000000.0,-545000000.0,,5169782000.0,5169782000.0,48476000000.0,,-36504000000.0,,-13885000000.0,,8586000000.0,248000000.0,,,25105000000.0,9499000000.0,21725000000.0,3500000000.0,,-1913000000.0,
AAPL,large_cap,2017-09-30,2017,52579000000.0,,52579000000.0,,,19931000000.0,,,,,,,,,,10714000000.0,,2.08,2.07,,,,,,,375319000000.0,128645000000.0,,20289000000.0,,,53892000000.0,17874000000.0,4855000000.0,,33783000000.0,5717000000.0,2298000000.0,,18177000000.0,241272000000.0,100814000000.0,,49049000000.0,25744000000.0,7548000000.0,,,6496000000.0,97207000000.0,31504000000.0,40415000000.0,134047000000.0,,35867000000.0,,98330000000.0,-150000000.0,,5126201000.0,5126201000.0,,,,,,,,,,,,,,,,,
AAPL,large_cap,2017-12-30,2017,88293000000.0,88293000000.0,88293000000.0,,54381000000.0,33912000000.0,3407000000.0,4231000000.0,7638000000.0,26274000000.0,734000000.0,,756000000.0,27030000000.0,6965000000.0,20065000000.0,,3.92,3.89,5112877000.0,5157787000.0,,2745000000.0,,1296000000.0,406794000000.0,143810000000.0,,27491000000.0,,,49662000000.0,23440000000.0,4421000000.0,,33679000000.0,5889000000.0,2149000000.0,,13323000000.0,266595000000.0,115788000000.0,,62985000000.0,26281000000.0,8044000000.0,,,6498000000.0,103922000000.0,548000000.0,43754000000.0,140199000000.0,,36447000000.0,,104593000000.0,-841000000.0,,5081651000.0,5081651000.0,28293000000.0,,-13590000000.0,,-7501000000.0,,2810000000.0,173000000.0,,,10095000000.0,3339000000.0,6969000000.0,,,7202000000.0,
AAPL,large_cap,2018-03-31,2018,61137000000.0,61137000000.0,149430000000.0,,92096000000.0,23422000000.0,6785000000.0,8381000000.0,15166000000.0,42168000000.0,1526000000.0,,1030000000.0,43198000000.0,9311000000.0,13822000000.0,,2.75,2.73,5068877000.0,5113140000.0,,5484000000.0,,2644000000.0,367502000000.0,130053000000.0,,45059000000.0,,,42881000000.0,14324000000.0,7662000000.0,,35077000000.0,,,,23086000000.0,240624000000.0,89320000000.0,,34311000000.0,26756000000.0,7775000000.0,,,8498000000.0,101362000000.0,548000000.0,46855000000.0,126878000000.0,,38044000000.0,,91898000000.0,-3064000000.0,,4943282000.0,4943282000.0,43423000000.0,,15120000000.0,,-33773000000.0,,7005000000.0,305000000.0,,,32851000000.0,6529000000.0,6969000000.0,500000000.0,,24770000000.0,
AAPL,large_cap,2018-06-30,2018,53265000000.0,53265000000.0,202695000000.0,,124940000000.0,20421000000.0,10486000000.0,12489000000.0,22975000000.0,54780000000.0,2372000000.0,,1702000000.0,56482000000.0,11076000000.0,11519000000.0,,2.36,2.34,5006640000.0,5050963000.0,,8149000000.0,,3995000000.0,349197000000.0,115761000000.0,,31971000000.0,,,38999000000.0,14104000000.0,5936000000.0,,38117000000.0,,,,22546000000.0,234248000000.0,88548000000.0,,38489000000.0,25184000000.0,7403000000.0,,,5498000000.0,97128000000.0,398000000.0,45694000000.0,114949000000.0,,38624000000.0,,79436000000.0,-3111000000.0,,4842917000.0,4842917000.0,57911000000.0,,19067000000.0,,-65296000000.0,,10272000000.0,431000000.0,,,53634000000.0,10182000000.0,6969000000.0,6500000000.0,,11682000000.0,
AAPL,large_cap,2018-09-29,2018,62900000000.0,62900000000.0,,,,24084000000.0,,,,,,,,,,14125000000.0,,2.94,2.91,,,,,,,365725000000.0,131339000000.0,234386000000.0,25913000000.0,,,,23186000000.0,3956000000.0,,41304000000.0,,,,22283000000.0,258578000000.0,115929000000.0,142649000000.0,55888000000.0,,,,,8784000000.0,93735000000.0,,48914000000.0,107147000000.0,,40201000000.0,,70400000000.0,-3454000000.0,,4754986000.0,4754986000.0,,,,,,,,,,,,,,,,,
AAPL,large_cap,2018-12-29,2018,,84310000000.0,,,52279000000.0,32031000000.0,3902000000.0,4783000000.0,8685000000.0,23346000000.0,890000000.0,,560000000.0,23906000000.0,3941000000.0,19965000000.0,,1.05,1.05,4735820000.0,4773252000.0,,3395000000.0,,1559000000.0,373719000000.0,140828000000.0,232891000000.0,44771000000.0,,,,18077000000.0,4988000000.0,,39597000000.0,,,,34686000000.0,255827000000.0,108283000000.0,147544000000.0,44293000000.0,,,,,9772000000.0,92989000000.0,,54555000000.0,117892000000.0,,40970000000.0,,80510000000.0,-3588000000.0,,4729803000.0,4729803000.0,26690000000.0,,5844000000.0,,-13676000000.0,,3355000000.0,167000000.0,,,8796000000.0,3568000000.0,0.0,0.0,,18858000000.0,
AAPL,large_cap,2019-03-30,2019,,58015000000.0,,,88473000000.0,21821000000.0,7850000000.0,9241000000.0,17091000000.0,36761000000.0,1900000000.0,,938000000.0,37699000000.0,6173000000.0,11561000000.0,,0.62,0.61,4704945000.0,4736949000.0,,6435000000.0,,3073000000.0,341998000000.0,123346000000.0,218652000000.0,37988000000.0,,,,15085000000.0,4884000000.0,,38746000000.0,,,,34587000000.0,236138000000.0,93772000000.0,142366000000.0,30443000000.0,,,,,10505000000.0,90201000000.0,,52165000000.0,105860000000.0,,42801000000.0,,64558000000.0,-1499000000.0,,4607284000.0,4607284000.0,37845000000.0,,19192000000.0,,-43133000000.0,,5718000000.0,291000000.0,,,32498000000.0,7011000000.0,0.0,2500000000.0,,,
AAPL,large_cap,2019-06-29,2019,,53809000000.0,,,122055000000.0,20227000000.0,12107000000.0,13667000000.0,25774000000.0,48305000000.0,2766000000.0,,1305000000.0,49610000000.0,8040000000.0,10044000000.0,,0.55,0.55,4660175000.0,4691759000.0,,9368000000.0,,4569000000.0,322239000000.0,134973000000.0,187266000000.0,50530000000.0,,,,14148000000.0,3355000000.0,,37636000000.0,,,,33634000000.0,225783000000.0,89704000000.0,136079000000.0,29115000000.0,,,,,13529000000.0,84936000000.0,,51143000000.0,96456000000.0,,43371000000.0,,53724000000.0,-639000000.0,,4531395000.0,4531395000.0,49481000000.0,,46694000000.0,,-69937000000.0,,7718000000.0,611000000.0,,,49453000000.0,10640000000.0,0.0,5500000000.0,,,
AAPL,large_cap,2019-09-28,2019,,64040000000.0,,,,24313000000.0,,,,,,,,,,13686000000.0,,0.76,0.76,,,,,,,338516000000.0,162819000000.0,175697000000.0,48844000000.0,,,,22926000000.0,4106000000.0,,37378000000.0,,,,32978000000.0,248028000000.0,105718000000.0,142310000000.0,46236000000.0,,,,,10260000000.0,91807000000.0,,50503000000.0,90488000000.0,,45174000000.0,,45898000000.0,-584000000.0,,4443236000.0,4443236000.0,,,,,,,,,,,,,,,,,
AAPL,large_cap,2019-12-28,2019,,91819000000.0,,,56602000000.0,35217000000.0,4451000000.0,5197000000.0,9648000000.0,25569000000.0,785000000.0,,349000000.0,25918000000.0,3682000000.0,22236000000.0,,1.26,1.25,17660160000.0,17818417000.0,,2816000000.0,,1710000000.0,340618000000.0,163231000000.0,177387000000.0,39771000000.0,,,,20970000000.0,4097000000.0,,37031000000.0,,,,40457000000.0,251087000000.0,102161000000.0,148926000000.0,45111000000.0,,,,,10224000000.0,93078000000.0,,55848000000.0,89531000000.0,,45972000000.0,,43977000000.0,-418000000.0,,4384959000.0,4384959000.0,30516000000.0,,-13668000000.0,,-25407000000.0,,2107000000.0,958000000.0,,,20706000000.0,3539000000.0,2210000000.0,1000000000.0,,,
AAPL,large_cap,2020-03-28,2020,,150132000000.0,,,92545000000.0,57587000000.0,9016000000.0,10149000000.0,19165000000.0,38422000000.0,1542000000.0,,631000000.0,39053000000.0,5568000000.0,33485000000.0,,1.91,1.89,17550281000.0,17718591000.0,,5602000000.0,,3407000000.0,320400000000.0,143753000000.0,176647000000.0,40174000000.0,,,,15722000000.0,3334000000.0,,35889000000.0,,,,41965000000.0,241975000000.0,96094000000.0,145881000000.0,32421000000.0,,,,,10392000000.0,89086000000.0,,56795000000.0,78425000000.0,,48032000000.0,,33182000000.0,-2789000000.0,,4323987000.0,4323987000.0,43827000000.0,,-4655000000.0,,-46347000000.0,,3960000000.0,1134000000.0,,,39280000000.0,6914000000.0,2210000000.0,5250000000.0,,,
AAPL,large_cap,2020-06-27,2020,,209817000000.0,,,129550000000.0,80267000000.0,13774000000.0,14980000000.0,28754000000.0,51513000000.0,2239000000.0,,677000000.0,52190000000.0,7452000000.0,44738000000.0,,2.56,2.54,17450284000.0,17618778000.0,,8354000000.0,,5105000000.0,317344000000.0,140065000000.0,177279000000.0,33383000000.0,,,,17882000000.0,3978000000.0,,35687000000.0,,,,41000000000.0,245062000000.0,95318000000.0,149744000000.0,35325000000.0,,,,,7509000000.0,94048000000.0,,55696000000.0,72282000000.0,,48696000000.0,,24136000000.0,-550000000.0,,4283939000.0,4283939000.0,60098000000.0,,-9820000000.0,,-65463000000.0,,5525000000.0,1473000000.0,,,55171000000.0,10570000000.0,10635000000.0,12629000000.0,,,
AAPL,large_cap,2020-09-26,2020,,64698000000.0,,,,24689000000.0,,,,,,,,,,12673000000.0,,0.74,0.73,,,,,,,323888000000.0,143713000000.0,180175000000.0,38016000000.0,,,,16120000000.0,4061000000.0,,36766000000.0,,,,42522000000.0,258549000000.0,105392000000.0,153157000000.0,42296000000.0,,,,,8773000000.0,98667000000.0,,54490000000.0,65339000000.0,,50779000000.0,,14966000000.0,-406000000.0,,16976763000.0,16976763000.0,,,,,,,,,,,,,,,,,
AAPL,large_cap,2020-12-26,2020,,111439000000.0,,,67111000000.0,44328000000.0,5163000000.0,5631000000.0,10794000000.0,33534000000.0,638000000.0,,45000000.0,33579000000.0,4824000000.0,28755000000.0,,1.7,1.68,16935119000.0,17113688000.0,,2666000000.0,,2020000000.0,354054000000.0,154106000000.0,199948000000.0,36010000000.0,,,,27101000000.0,4973000000.0,,37933000000.0,,,,43270000000.0,287830000000.0,132507000000.0,155323000000.0,63846000000.0,,,,,7762000000.0,99281000000.0,,56042000000.0,66224000000.0,,51744000000.0,,14301000000.0,179000000.0,,16823263000.0,16823263000.0,38763000000.0,,-8584000000.0,,-32249000000.0,,3500000000.0,9000000.0,,,24775000000.0,3613000000.0,0.0,1000000000.0,,,
AAPL,large_cap,2021-03-27,2021,,201023000000.0,,,118616000000.0,82407000000.0,10425000000.0,10945000000.0,21370000000.0,61037000000.0,1308000000.0,,553000000.0,61590000000.0,9205000000.0,52385000000.0,,3.11,3.08,16844298000.0,17021423000.0,,5463000000.0,,4001000000.0,337158000000.0,121465000000.0,215693000000.0,38466000000.0,,,,18503000000.0,5219000000.0,,37815000000.0,,,,43339000000.0,267980000000.0,106385000000.0,161595000000.0,40127000000.0,,,,,8003000000.0,108642000000.0,,52953000000.0,69178000000.0,,54203000000.0,,15261000000.0,-286000000.0,,16686305000.0,16686305000.0,62744000000.0,,-18952000000.0,,-43575000000.0,,5769000000.0,9000000.0,,,43323000000.0,7060000000.0,13923000000.0,4500000000.0,,,
AAPL,large_cap,2021-06-26,2021,,282457000000.0,,,164795000000.0,117662000000.0,16142000000.0,16357000000.0,32499000000.0,85163000000.0,1973000000.0,,796000000.0,85959000000.0,11830000000.0,74129000000.0,,4.42,4.38,16772656000.0,16941527000.0,,8295000000.0,,5961000000.0,329840000000.0,114423000000.0,215417000000.0,34050000000.0,,,,17475000000.0,5178000000.0,,38615000000.0,,,,44854000000.0,265560000000.0,107754000000.0,157806000000.0,40409000000.0,,,,,8039000000.0,105752000000.0,,52054000000.0,64280000000.0,,54989000000.0,,9233000000.0,58000000.0,,16556942000.0,16556942000.0,83838000000.0,,-15380000000.0,,-72971000000.0,,7862000000.0,13000000.0,,,66223000000.0,10827000000.0,13923000000.0,7500000000.0,,,
AAPL,large_cap,2021-09-25,2021,,,,,,,,,,,,,,,,,,,,,,,,,,351002000000.0,134836000000.0,216166000000.0,34940000000.0,,,,26278000000.0,6580000000.0,,39440000000.0,,,,48849000000.0,287912000000.0,125481000000.0,162431000000.0,54763000000.0,,,,118700000000.0,9613000000.0,109106000000.0,,53325000000.0,63090000000.0,,57365000000.0,,5562000000.0,163000000.0,,16426786000.0,16426786000.0,,,,,,,,,,,,,,,,,
