end_date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Payments,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Depreciation Amortization Depletion,Depreciation And Amortization,Net Income From Continuing Operations,ticker,Issuance Of Capital Stock,Effect Of Exchange Rate Changes,Common Stock Issuance,Net Business Purchase And Sale,Purchase Of Business,Change In Other Working Capital,Change In Tax Payable,Change In Income Tax Payable,Unrealized Gain Loss On Investment Securities,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation,Operating Gains Losses,Gain Loss On Investment Securities,Proceeds From Stock Option Exercised,Sale Of Business,Change In Accrued Expense,Change In Prepaid Assets,Gain Loss On Sale Of Business,Capital Expenditure Reported,Amortization Cash Flow,Amortization Of Intangibles,Interest Paid Supplemental Data,Provisionand Write Offof Assets,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Sale Of PPE,Pension And Employee Benefit Expense,Short Term Debt Issuance,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Cash From Discontinued Financing Activities,Earnings Losses From Equity Investments,Net Preferred Stock Issuance,Preferred Stock Issuance,Gain Loss On Sale Of PPE,Other Cash Adjustment Outside Changein Cash,Amortization Of Securities,Net Foreign Currency Exchange Gain Loss,Change In Interest Payable,cap_group
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,mid_cap
2024-12-31,164481000.0,0.0,-2373000.0,,-27553000.0,30272000.0,551547000.0,410780000.0,140767000.0,-21368000.0,-21368000.0,-7642000.0,-11374000.0,-11374000.0,0.0,0.0,-2373000.0,,,-2373000.0,-2373000.0,,-29899000.0,-29899000.0,,-2346000.0,94684000.0,-97030000.0,-3921000.0,-3921000.0,192034000.0,192034000.0,63076000.0,,,-7114000.0,4375000.0,4375000.0,,24118000.0,,-21829000.0,17844000.0,17748000.0,17748000.0,133108000.0,IDCC,,,,,,46072000.0,,,,,-17237000.0,-17237000.0,,,,21000.0,,-11489000.0,,,-19382000.0,,,8050000.0,,,,,,,,,,,,,,,,,,small_cap
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDCC,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,small_cap
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDCC,,,,,,,,,,,,,,-1397000.0,-1397000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-12-31,28250000.0,,-272000.0,,-7663000.0,2470000.0,197206000.0,190489000.0,10229000.0,-18356000.0,-18356000.0,-1993000.0,,,37211000.0,,-272000.0,,,-272000.0,-272000.0,,-7328000.0,-7328000.0,0.0,335000.0,29699000.0,-29364000.0,-7663000.0,-7663000.0,35913000.0,35913000.0,1681000.0,-1472000.0,-10000.0,-3148000.0,545000.0,545000.0,-686000.0,11379000.0,11379000.0,2606000.0,10213000.0,8786000.0,8786000.0,9705000.0,FORM,0.0,-3512000.0,0.0,0.0,,-5184000.0,,,,1674000.0,689000.0,689000.0,8124000.0,1509000.0,,,0.0,-3693000.0,802000.0,0.0,,662000.0,662000.0,93000.0,2290000.0,,,,,,,,,,,,,,,,,small_cap
2024-09-30,,-16940000.0,,,,,,,,,,,,,,-16940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORM,,,,,,,,,,,,,,0.0,,,,,,,,640000.0,640000.0,,,,,,,,,,,,,,,,,,,small_cap
2024-06-30,,-2937000.0,,,,,,,,,,,,,,-2937000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORM,,,,,0.0,,,,,,,,,-310000.0,,-2937000.0,,,,,,640000.0,640000.0,,,,,,,,,,,,,,,,,,,small_cap
2024-12-31,69945000.0,0.0,0.0,0.0,-12743000.0,4272000.0,722086000.0,657288000.0,66992000.0,-2660000.0,-2660000.0,0.0,-3840000.0,-3840000.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-13036000.0,-13036000.0,,-293000.0,,-293000.0,-12743000.0,-12743000.0,82688000.0,82674000.0,25295000.0,16422000.0,-2710000.0,8220000.0,8220000.0,8220000.0,13288000.0,-8982000.0,,1900000.0,11637000.0,16631000.0,16631000.0,49062000.0,AEIS,,-2194000.0,,0.0,0.0,,,,,,-20810000.0,-20810000.0,11104000.0,,,1180000.0,,,,,,5527000.0,5527000.0,-709000.0,,,,,,,,14000.0,,,,,,,,,,small_cap
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEIS,,,,38000.0,38000.0,,,,,,347000.0,347000.0,,1057000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15000000.0,,,,,,AEIS,,,,,,-700000.0,,,-126000.0,,-33000.0,-33000.0,,-9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-12-31,30024000.0,0.0,-866000.0,2311000.0,-56030000.0,3570000.0,503932000.0,469500000.0,34689000.0,1396000.0,1396000.0,-49000.0,,,0.0,0.0,1445000.0,,,1445000.0,-866000.0,2311000.0,-52761000.0,-52761000.0,0.0,,,,-52761000.0,-56030000.0,86054000.0,86054000.0,8537000.0,7400000.0,,10554000.0,15021000.0,15021000.0,2928000.0,-44440000.0,-25726000.0,-3568000.0,8083000.0,35774000.0,35774000.0,5170000.0,TTMI,,-257000.0,,0.0,,32547000.0,,,,32600000.0,-542000.0,-542000.0,26524000.0,,,,0.0,-4467000.0,-452000.0,0.0,,9250000.0,9250000.0,6342000.0,,,,3269000.0,,,,,,,,,,,,,,small_cap
2024-09-30,,,,6105000.0,,,,,,,,,,,,,,,,,,6105000.0,,,,,,,,,,,,,,,,,,,,,,,,,TTMI,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTMI,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-10-31,25072000.0,,-2121000.0,,-43298000.0,,598485000.0,537331000.0,52661000.0,-1302000.0,-1302000.0,,,,,,-2121000.0,,,-2121000.0,-2121000.0,,-14407000.0,-14407000.0,751000.0,28140000.0,28140000.0,0.0,-43209000.0,-43209000.0,68370000.0,68370000.0,4293000.0,,3406000.0,-1387000.0,,,-366000.0,2640000.0,2640000.0,,4049000.0,21192000.0,21192000.0,40225000.0,PLAB,,8581000.0,,,,,,,,,,,,,,1893000.0,,,,,,,,,,,,,,,,,,,,,,-88000.0,,,,small_cap
2024-07-31,,0.0,,,,,,,,,,19000.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6028000.0,6028000.0,,,,,,,,,PLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-12-31,-4757000.0,2536000.0,-976000.0,,-3040000.0,5143000.0,206407000.0,189262000.0,17383000.0,859000.0,859000.0,,,,2536000.0,2536000.0,-976000.0,,,-976000.0,-976000.0,,18241000.0,18241000.0,,21265000.0,37422000.0,-16157000.0,-3024000.0,-3040000.0,-1717000.0,-1717000.0,506000.0,-1336000.0,-1668000.0,8882000.0,8882000.0,7276000.0,-1701000.0,2395000.0,2395000.0,5561000.0,5281000.0,12949000.0,12949000.0,-21358000.0,COHU,,-238000.0,,0.0,0.0,-6066000.0,1606000.0,1606000.0,,0.0,-2901000.0,-2901000.0,,-1317000.0,,,,,,,,,,29000.0,,,,16000.0,-1498000.0,,,,,,,,181000.0,,-438000.0,,,small_cap
2024-09-30,,,,,,6518000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COHU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-06-30,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,COHU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-12-31,29142000.0,,-28300000.0,0.0,-577000.0,56000.0,25935000.0,27510000.0,-1398000.0,-30540000.0,-30540000.0,-4540000.0,,,,,-28300000.0,,,-28300000.0,-28300000.0,0.0,-577000.0,-577000.0,,,,,-577000.0,-577000.0,29719000.0,29719000.0,7007000.0,,,,,,,,,2000.0,3560000.0,8567000.0,8567000.0,10083000.0,DGII,,-177000.0,,0.0,,,,,,,500000.0,500000.0,2735000.0,,,2300000.0,0.0,,,,,5832000.0,5832000.0,2369000.0,,,,0.0,,,,,,,,,,,,,,small_cap
2024-09-30,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,DGII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGII,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,small_cap
2024-12-31,2142000.0,0.0,-15000000.0,242500000.0,-6202000.0,7396000.0,68253000.0,134266000.0,-63840000.0,225128000.0,225128000.0,-1406000.0,-966000.0,-966000.0,0.0,0.0,227500000.0,,,227500000.0,-15000000.0,242500000.0,-297312000.0,-297312000.0,133000.0,28591000.0,28591000.0,0.0,-5555000.0,-6202000.0,8344000.0,8344000.0,-5865000.0,,,3209000.0,-2377000.0,3441000.0,2855000.0,-14865000.0,-15183000.0,1841000.0,958000.0,5698000.0,5698000.0,6432000.0,BELFB,,-2173000.0,,-320481000.0,-320481000.0,,-5818000.0,-5818000.0,,,-901000.0,-901000.0,,181000.0,,,0.0,5586000.0,,0.0,,,,2785000.0,,,,647000.0,,,,,,,,,0.0,,,181000.0,,small_cap
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,-285000.0,,,,,,,,,,,,,,,,,,,,,,BELFB,,,,0.0,0.0,756000.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,small_cap
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELFB,,,,0.0,0.0,-3480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-10-31,-24221000.0,,0.0,25000000.0,-2415000.0,37000.0,29644000.0,32433000.0,-2789000.0,21432000.0,21432000.0,-3567000.0,-39000.0,-39000.0,,,25000000.0,,,25000000.0,0.0,25000000.0,-2415000.0,-2415000.0,,,,,-2415000.0,-2415000.0,-21806000.0,-21806000.0,-2920000.0,105000.0,-1096000.0,-1226000.0,4182000.0,1710000.0,-1214000.0,-2712000.0,-2712000.0,4976000.0,155000.0,9488000.0,9488000.0,-148407000.0,CMTL,,,,,,4218000.0,2472000.0,2472000.0,,79555000.0,-166000.0,-166000.0,2895000.0,5524000.0,5524000.0,38000.0,,-5408000.0,-995000.0,,,6593000.0,6593000.0,6728000.0,29989000.0,,,,,,,,,,,,0.0,0.0,,,-521000.0,small_cap
2024-07-31,,,,,,1083000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMTL,0.0,,,0.0,,,,,,,,,,,,,0.0,,,3212000.0,,,,,,,,,,,,,,,0.0,0.0,872000.0,,,,,small_cap
2024-12-31,19853000.0,-7809000.0,-291247000.0,279800000.0,-6101000.0,4456000.0,94334000.0,94875000.0,-588000.0,-20441000.0,-20441000.0,23000.0,-1208000.0,-1208000.0,-7809000.0,-7809000.0,-11447000.0,,,-11447000.0,-291247000.0,279800000.0,-6101000.0,-6101000.0,,,,,,,25954000.0,25954000.0,2409000.0,-768000.0,569000.0,-4835000.0,-1625000.0,-1625000.0,547000.0,6999000.0,6999000.0,1061000.0,1658000.0,8278000.0,8278000.0,13606000.0,CTS,,47000.0,,0.0,0.0,-103000.0,,,,,-1009000.0,-1009000.0,4301000.0,-49000.0,-96000.0,,,-3210000.0,,,-6101000.0,3977000.0,3977000.0,1454000.0,,,,,47000.0,,,,,,,,,,,,,small_cap
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTS,,,,-121912000.0,-121912000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTS,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
