end_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,ticker,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Write Off,Gain On Sale Of Security,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Salaries And Wages,Average Dilution Earnings,Net Income Discontinuous Operations,Gain On Sale Of Ppe,Provision For Doubtful Accounts,Earnings From Equity Interest Net Of Tax,Other Special Charges,Minority Interests,Gain On Sale Of Business,Total Other Finance Cost,Preferred Stock Dividends,Impairment Of Capital Assets,Otherunder Preferred Stock Dividend,cap_group
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QCOM,,,,,,,,,,13000000.0,,,,,,,,,,,,,,,,,,,large_cap
2024-09-30,-1601175.0,0.185,782892000.0,566778000.0,106991000.0,557647000.0,774237000.0,667246000.0,,,,573831825.0,566778000.0,2148874000.0,658591000.0,59359000.0,58720000.0,9.55,9.65,566778000.0,566778000.0,566778000.0,566778000.0,566778000.0,128687000.0,695465000.0,28219000.0,36874000.0,,,,667246000.0,1591227000.0,490120000.0,1101107000.0,2258473000.0,557647000.0,2816120000.0,2816120000.0,FFIV,-8655000.0,-8655000.0,-8655000.0,,,832279000.0,268828000.0,268828000.0,8655000.0,,,,,,,,,,,,,,,,,,,,mid_cap
2023-09-30,-12227556.0,0.187,716046000.0,394948000.0,112702000.0,593308000.0,650658000.0,537956000.0,,,,448108444.0,394948000.0,2275213000.0,472568000.0,60270000.0,59909000.0,6.55,6.59,394948000.0,394948000.0,394948000.0,394948000.0,394948000.0,91040000.0,485988000.0,-51968000.0,13420000.0,,,,537956000.0,1681905000.0,540285000.0,1141620000.0,2219861000.0,593308000.0,2813169000.0,2813169000.0,FFIV,-65388000.0,-65388000.0,-65388000.0,,,878215000.0,263405000.0,263405000.0,65388000.0,,,,,,,,,,,,,,,,,,,,mid_cap
2022-09-30,-1297076.0,0.164,535219000.0,322160000.0,115609000.0,539627000.0,527310000.0,411701000.0,,,,328771924.0,322160000.0,2284144000.0,403792000.0,61097000.0,60274000.0,5.27,5.34,322160000.0,322160000.0,322160000.0,322160000.0,322160000.0,63233000.0,385393000.0,-26308000.0,-18399000.0,,,,411701000.0,1744517000.0,543368000.0,1201149000.0,2156218000.0,539627000.0,2695845000.0,2695845000.0,FFIV,-7909000.0,-7909000.0,-7909000.0,,,926591000.0,274558000.0,274558000.0,7909000.0,,,,,,,,,,,,,,,,,,,,mid_cap
2024-10-31,-10442966.0,0.2995,386800000.0,83956000.0,133470000.0,2191464000.0,351932000.0,218462000.0,-36491000.0,98612000.0,62121000.0,108381034.0,83956000.0,3823746000.0,166617000.0,145964000.0,144715000.0,0.58,0.58,83956000.0,83956000.0,83956000.0,83956000.0,83956000.0,35894000.0,119850000.0,-34868000.0,-1584000.0,-36491000.0,98612000.0,62121000.0,191209000.0,1528381000.0,767497000.0,731315000.0,1719590000.0,2295365000.0,4014955000.0,4014955000.0,CIEN,-34868000.0,-34868000.0,-24592000.0,24592000.0,-10276000.0,510668000.0,220647000.0,220647000.0,0.0,0.0,,29569000.0,29569000.0,29569000.0,29569000.0,,,,,,,,,,,,,,mid_cap
2023-10-31,-8402713.5,0.2127,598412000.0,254827000.0,142180000.0,2402869000.0,558907000.0,416727000.0,-48063000.0,93074000.0,45011000.0,285929286.5,254827000.0,4001696000.0,357545000.0,149380000.0,148971000.0,1.71,1.71,254827000.0,254827000.0,254827000.0,254827000.0,254827000.0,68826000.0,323653000.0,-13137000.0,-5048000.0,-48063000.0,93074000.0,45011000.0,384853000.0,1493998000.0,750559000.0,706088000.0,1878851000.0,2507698000.0,4386549000.0,4386549000.0,CIEN,-39505000.0,-39505000.0,-35182000.0,23834000.0,-4323000.0,490804000.0,215284000.0,215284000.0,3474000.0,26368000.0,,37351000.0,37351000.0,37351000.0,37351000.0,,,,,,,7874000.0,,,,,,,mid_cap
2022-10-31,-5829305.8,0.1622,411613000.0,152902000.0,140203000.0,1964625000.0,375674000.0,235471000.0,-42906000.0,52966000.0,10060000.0,183011694.2,152902000.0,3375431000.0,222808000.0,152193000.0,151208000.0,1.0,1.01,152902000.0,152902000.0,152902000.0,152902000.0,152902000.0,29603000.0,182505000.0,-31819000.0,-5916000.0,-42906000.0,52966000.0,10060000.0,257230000.0,1303114000.0,624656000.0,645947000.0,1560344000.0,2072317000.0,3632661000.0,3632661000.0,CIEN,-35939000.0,-35939000.0,-34422000.0,33824000.0,-1517000.0,466565000.0,179382000.0,179382000.0,598000.0,4120000.0,,32511000.0,32511000.0,32511000.0,32511000.0,,,,,,,,,,,,,,mid_cap
2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,-533000.0,,,,,,,,,,,,CIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mid_cap
2024-03-31,-6000000.0,0.3,1430000000.0,633000000.0,537000000.0,24083000000.0,1410000000.0,873000000.0,-151000000.0,207000000.0,56000000.0,647000000.0,1006000000.0,25542000000.0,853000000.0,441000000.0,435000000.0,2.28,2.31,1006000000.0,1006000000.0,1006000000.0,1245000000.0,872000000.0,-206000000.0,666000000.0,-56000000.0,-44000000.0,-151000000.0,207000000.0,56000000.0,873000000.0,992000000.0,,922000000.0,1865000000.0,24550000000.0,26415000000.0,26415000000.0,FLEX,-20000000.0,-20000000.0,-20000000.0,,,,,,20000000.0,8000000.0,,70000000.0,70000000.0,70000000.0,70000000.0,,,373000000.0,,,,,-239000000.0,,,,,,mid_cap
2023-03-31,-614622.057001,0.153656,1542000000.0,443000000.0,501000000.0,26106000000.0,1538000000.0,1037000000.0,-200000000.0,230000000.0,30000000.0,446385377.942999,793000000.0,27481000000.0,1017000000.0,462000000.0,454000000.0,1.72,1.75,793000000.0,793000000.0,793000000.0,1033000000.0,683000000.0,124000000.0,807000000.0,-14000000.0,-6000000.0,-200000000.0,230000000.0,30000000.0,1021000000.0,955000000.0,,874000000.0,1976000000.0,26526000000.0,28502000000.0,28502000000.0,FLEX,-4000000.0,-4000000.0,-4000000.0,,,,,,4000000.0,-4000000.0,,81000000.0,81000000.0,81000000.0,81000000.0,,,350000000.0,,,,,-240000000.0,,39000000.0,,,,mid_cap
2022-03-31,0.0,0.095,1614000000.0,868000000.0,484000000.0,22429000000.0,1614000000.0,1130000000.0,-152000000.0,166000000.0,14000000.0,868000000.0,936000000.0,23743000000.0,890000000.0,483000000.0,476000000.0,1.94,1.97,936000000.0,936000000.0,936000000.0,940000000.0,872000000.0,92000000.0,964000000.0,226000000.0,165000000.0,-152000000.0,166000000.0,14000000.0,890000000.0,890000000.0,,830000000.0,1780000000.0,22853000000.0,24633000000.0,24633000000.0,FLEX,0.0,0.0,0.0,,,,,,0.0,61000000.0,,60000000.0,60000000.0,60000000.0,60000000.0,,,68000000.0,,,,,-4000000.0,,152000000.0,,,,mid_cap
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLEX,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,,,,mid_cap
2024-12-31,4071704.0,0.098,690866000.0,542372000.0,119741000.0,1069976000.0,732414000.0,612673000.0,21185000.0,3587000.0,24772000.0,504895704.0,542372000.0,2267640000.0,593788000.0,163314000.0,159083000.0,3.32,3.41,542372000.0,542372000.0,542372000.0,542372000.0,542372000.0,59503000.0,609086000.0,35661000.0,-5887000.0,21185000.0,3587000.0,24772000.0,552240000.0,1096687000.0,460876000.0,617047000.0,1648927000.0,1170953000.0,2819880000.0,2819880000.0,TER,41548000.0,41548000.0,41548000.0,,,,,,15571000.0,,,18764000.0,18764000.0,18764000.0,18764000.0,,,,,,-7211000.0,,,57119000.0,,,,,mid_cap
2023-12-31,-3106442.0,0.146,661541000.0,448752000.0,110886000.0,1047663000.0,640264000.0,529378000.0,23542000.0,3806000.0,27348000.0,466922558.0,448752000.0,2153953000.0,501068000.0,164304000.0,154310000.0,2.73,2.91,448752000.0,448752000.0,448752000.0,448752000.0,448752000.0,76820000.0,525572000.0,-20315000.0,962000.0,23542000.0,3806000.0,27348000.0,522345000.0,1014403000.0,418089000.0,577315000.0,1536748000.0,1139550000.0,2676298000.0,2676298000.0,TER,-21277000.0,-21277000.0,-21277000.0,,,,,,21277000.0,,,18999000.0,18999000.0,18999000.0,18999000.0,,,,,,0.0,,,0.0,,,,,mid_cap
2022-12-31,-2560565.0,0.149,971964000.0,715501000.0,110675000.0,1196552000.0,954779000.0,844104000.0,2660000.0,3719000.0,6379000.0,730125435.0,715501000.0,2305921000.0,831939000.0,169734000.0,158434000.0,4.22,4.52,715501000.0,715501000.0,715501000.0,715501000.0,715501000.0,124884000.0,840385000.0,-11399000.0,5786000.0,2660000.0,3719000.0,6379000.0,849124000.0,1018027000.0,440591000.0,558103000.0,1867151000.0,1287894000.0,3155045000.0,3155045000.0,TER,-17185000.0,-17185000.0,-17185000.0,,,,,,17185000.0,,,19333000.0,19333000.0,19333000.0,19333000.0,,,,3400000.0,,0.0,14700000.0,,0.0,,,,,mid_cap
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TER,,,,,,,,,,,,,,,,,,,,,,12000000.0,,,,,,,mid_cap
2024-12-31,-26040000.0,0.21,562600000.0,113100000.0,183800000.0,1716900000.0,438600000.0,254800000.0,-38600000.0,47900000.0,9300000.0,211060000.0,113100000.0,2987200000.0,253100000.0,149500000.0,149000000.0,0.76,0.76,113100000.0,113100000.0,113100000.0,113800000.0,113800000.0,91400000.0,206900000.0,-133700000.0,-9700000.0,-38600000.0,47900000.0,9300000.0,379200000.0,1270300000.0,376500000.0,893800000.0,1649500000.0,1716900000.0,3366400000.0,3366400000.0,BRKR,-124000000.0,-124000000.0,-147700000.0,24600000.0,23700000.0,,893800000.0,893800000.0,76000000.0,,,,,,,,,,,,-1700000.0,44900000.0,-700000.0,,,,2200000.0,,mid_cap
2023-12-31,15400800.0,0.216,604200000.0,427200000.0,114900000.0,1451200000.0,675500000.0,560600000.0,-5200000.0,16400000.0,7500000.0,371300800.0,427200000.0,2475400000.0,436900000.0,147200000.0,146400000.0,2.9,2.92,427200000.0,427200000.0,427200000.0,428500000.0,428500000.0,117700000.0,544200000.0,60300000.0,-11000000.0,-5200000.0,16400000.0,7500000.0,489100000.0,1024200000.0,294800000.0,729400000.0,1513300000.0,1451200000.0,2964500000.0,2964500000.0,BRKR,71300000.0,71300000.0,84600000.0,18200000.0,-13300000.0,,729400000.0,729400000.0,-108500000.0,,10300000.0,,,,,100000.0,,,,,2000000.0,,-1300000.0,,-3700000.0,,5700000.0,,mid_cap
2022-12-31,-8233300.0,0.281,548000000.0,296600000.0,88700000.0,1225000000.0,518700000.0,430000000.0,-12000000.0,16100000.0,2800000.0,317666700.0,296600000.0,2068300000.0,432700000.0,149400000.0,148600000.0,1.99,2.0,296600000.0,296600000.0,296600000.0,298500000.0,298500000.0,116400000.0,413900000.0,-36500000.0,-7200000.0,-12000000.0,16100000.0,2800000.0,462400000.0,843300000.0,235900000.0,607400000.0,1305700000.0,1225000000.0,2530700000.0,2530700000.0,BRKR,-29300000.0,-29300000.0,-23500000.0,0.0,-5800000.0,,607400000.0,607400000.0,23200000.0,,3800000.0,,,,,1000000.0,,,,,1000000.0,,-1900000.0,,-1300000.0,,300000.0,,mid_cap
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRKR,,,,,,,,,,,2800000.0,,,,,2200000.0,,,,,,,,,,,,,mid_cap
2024-09-30,-2569641.041145,0.25126,479363000.0,222536000.0,122418000.0,6927899000.0,469136000.0,346718000.0,-16743000.0,29183000.0,12440000.0,230193358.958855,222536000.0,7222607000.0,335494000.0,56970000.0,55592000.0,3.91,4.0,222536000.0,222536000.0,222536000.0,237751000.0,237751000.0,79784000.0,317535000.0,-11443000.0,-1216000.0,-16743000.0,29183000.0,12440000.0,345721000.0,294708000.0,28514000.0,266194000.0,640429000.0,6927899000.0,7568328000.0,7568328000.0,SANM,-10227000.0,-10227000.0,-10227000.0,,,,,,10227000.0,,,,,,,,,,,,,,-15215000.0,,,,,,mid_cap
2023-09-30,-1250756.4,0.2066,573388000.0,309970000.0,118237000.0,8191837000.0,567334000.0,449097000.0,-22695000.0,36290000.0,13595000.0,314773243.6,309970000.0,8473336000.0,455658000.0,59815000.0,57847000.0,5.18,5.36,309970000.0,309970000.0,309970000.0,327513000.0,327513000.0,85294000.0,412807000.0,-26210000.0,-20156000.0,-22695000.0,36290000.0,13595000.0,461712000.0,281499000.0,26427000.0,255072000.0,743211000.0,8191837000.0,8935048000.0,8935048000.0,SANM,-6054000.0,-6054000.0,-6054000.0,,,,,,6054000.0,,,,,,,,,,,,,,-17543000.0,,,,,,mid_cap
2022-09-30,-1396393.5,0.2049,440391000.0,240384000.0,108783000.0,7297416000.0,433576000.0,324793000.0,-20845000.0,22473000.0,1628000.0,245802606.5,240384000.0,7563328000.0,349479000.0,63117000.0,61310000.0,4.06,4.18,240384000.0,240384000.0,240384000.0,240384000.0,240384000.0,61936000.0,302320000.0,-33129000.0,-26314000.0,-20845000.0,22473000.0,1628000.0,356294000.0,265912000.0,21343000.0,244569000.0,622206000.0,7297416000.0,7919622000.0,7919622000.0,SANM,-6815000.0,-6815000.0,-6815000.0,,,,244569000.0,219532000.0,6815000.0,,,,,,,25037000.0,,,4610000.0,,,,0.0,,,,0.0,,mid_cap
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANM,,,,,,,234537000.0,214419000.0,,,,,,,,20118000.0,,,0.0,,,,,,,,0.0,,mid_cap
2024-01-31,-170673720.0,0.21,-50138000.0,-1092030000.0,84452000.0,502969000.0,-862870000.0,-947322000.0,-102948000.0,94233000.0,3051000.0,-449971720.0,-1092030000.0,994091000.0,-944322000.0,64127000.0,64127000.0,-17.03,-17.03,-1092030000.0,-1092030000.0,-1092030000.0,-1092029000.0,-1092029000.0,50519000.0,-1041555000.0,-813274000.0,-542000.0,-102948000.0,94233000.0,3051000.0,-125333000.0,421583000.0,186450000.0,220220000.0,296250000.0,572508000.0,868758000.0,868758000.0,SMTC,-812732000.0,-812732000.0,-822918000.0,3929000.0,10186000.0,,,,23775000.0,,,14913000.0,14913000.0,14913000.0,14913000.0,,,,,,45000.0,,-1000.0,0.0,11766000.0,,795214000.0,,mid_cap
2023-01-31,138810.353397,0.221036,125919000.0,61380000.0,36893000.0,241903000.0,126547000.0,89654000.0,-6807000.0,11187000.0,5801000.0,60890810.353397,61380000.0,670556000.0,92799000.0,64013000.0,63770000.0,0.96,0.96,61380000.0,61380000.0,61380000.0,61372000.0,61372000.0,17344000.0,78467000.0,-703000.0,-1331000.0,-6807000.0,11187000.0,5801000.0,85977000.0,392581000.0,166948000.0,224812000.0,478558000.0,277975000.0,756533000.0,756533000.0,SMTC,628000.0,628000.0,-1589000.0,1156000.0,2217000.0,,,,11491000.0,,,821000.0,821000.0,821000.0,821000.0,,,,,,249000.0,7255000.0,8000.0,18313000.0,1421000.0,,0.0,,mid_cap
2022-01-31,-253528.759105,0.111736,180305000.0,125664000.0,35302000.0,244417000.0,178036000.0,142734000.0,-2677000.0,3665000.0,1469000.0,127679471.240895,125664000.0,595854000.0,145017000.0,65565000.0,64662000.0,1.92,1.94,125664000.0,125664000.0,125664000.0,125645000.0,125645000.0,15539000.0,139069000.0,-3258000.0,-989000.0,-2677000.0,3665000.0,1469000.0,145004000.0,316135000.0,147925000.0,168210000.0,461139000.0,279719000.0,740858000.0,740858000.0,SMTC,-2269000.0,-2269000.0,-1324000.0,1337000.0,-945000.0,,,,-13000.0,,,0.0,0.0,0.0,0.0,,,,,,2115000.0,,19000.0,0.0,481000.0,,0.0,,mid_cap
2024-12-31,-3042000.0,0.169,923000000.0,528000000.0,172000000.0,2500000000.0,905000000.0,733000000.0,-98000000.0,98000000.0,,542958000.0,528000000.0,4216000000.0,742000000.0,51879709.0,51494957.0,10.18,10.25,528000000.0,528000000.0,528000000.0,528000000.0,528000000.0,107000000.0,635000000.0,-32000000.0,-14000000.0,-98000000.0,98000000.0,,765000000.0,1648000000.0,563000000.0,981000000.0,2413000000.0,2568000000.0,4981000000.0,4981000000.0,ZBRA,-18000000.0,-18000000.0,-23000000.0,,5000000.0,600000000.0,381000000.0,381000000.0,23000000.0,,,104000000.0,104000000.0,104000000.0,104000000.0,,,,,,,,,,98000000.0,,,,mid_cap
2023-12-31,-12084000.0,0.114,749000000.0,296000000.0,176000000.0,2389000000.0,643000000.0,467000000.0,-133000000.0,133000000.0,,389916000.0,296000000.0,3999000000.0,481000000.0,51710962.0,51378051.0,5.72,5.75,296000000.0,296000000.0,296000000.0,296000000.0,296000000.0,38000000.0,334000000.0,-118000000.0,-12000000.0,-133000000.0,133000000.0,,585000000.0,1538000000.0,519000000.0,915000000.0,2123000000.0,2461000000.0,4584000000.0,4584000000.0,ZBRA,-106000000.0,-106000000.0,-104000000.0,,-2000000.0,581000000.0,334000000.0,334000000.0,104000000.0,,,104000000.0,104000000.0,104000000.0,104000000.0,,,,,,,,,,133000000.0,,,,mid_cap
2022-12-31,-61090000.0,0.149,1550000000.0,463000000.0,204000000.0,3089000000.0,1140000000.0,936000000.0,23000000.0,,23000000.0,811910000.0,463000000.0,4845000000.0,529000000.0,52558712.0,52207903.0,8.8,8.86,463000000.0,463000000.0,463000000.0,463000000.0,463000000.0,81000000.0,544000000.0,-415000000.0,-5000000.0,23000000.0,,23000000.0,936000000.0,1688000000.0,570000000.0,982000000.0,2624000000.0,3157000000.0,5781000000.0,5781000000.0,ZBRA,-410000000.0,-410000000.0,-407000000.0,,-3000000.0,607000000.0,375000000.0,375000000.0,35000000.0,,,136000000.0,136000000.0,136000000.0,136000000.0,,,,,,,372000000.0,,,-23000000.0,,,,mid_cap
2021-12-31,,,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,,,ZBRA,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,mid_cap
2024-12-31,-37130360.789653,0.242682,3687000000.0,2240000000.0,542000000.0,12945000000.0,3534000000.0,2992000000.0,65000000.0,54000000.0,119000000.0,2355869639.210347,2240000000.0,16710000000.0,2892000000.0,497000000.0,496000000.0,4.51,4.52,2240000000.0,2240000000.0,2240000000.0,2240000000.0,2240000000.0,713000000.0,2938000000.0,-153000000.0,,65000000.0,54000000.0,119000000.0,3026000000.0,3752000000.0,,3223000000.0,6778000000.0,12958000000.0,19736000000.0,19736000000.0,CTSH,-153000000.0,-153000000.0,-134000000.0,,-19000000.0,,,,134000000.0,,,529000000.0,529000000.0,,,,,,0.0,,15000000.0,23000000.0,,,,,,,mid_cap
2023-12-31,-54480000.0,0.24,3610000000.0,2126000000.0,555000000.0,12628000000.0,3383000000.0,2828000000.0,85000000.0,41000000.0,126000000.0,2298520000.0,2126000000.0,16435000000.0,2689000000.0,505000000.0,505000000.0,4.21,4.21,2126000000.0,2126000000.0,2126000000.0,2126000000.0,2126000000.0,668000000.0,2787000000.0,-216000000.0,11000000.0,85000000.0,41000000.0,126000000.0,2918000000.0,3771000000.0,,3252000000.0,6689000000.0,12664000000.0,19353000000.0,19353000000.0,CTSH,-227000000.0,-227000000.0,-229000000.0,,2000000.0,,,,229000000.0,,,519000000.0,519000000.0,,,,,,0.0,,7000000.0,71000000.0,,,,,1000000.0,,mid_cap
2022-12-31,1694297.082228,0.242042,3597000000.0,2290000000.0,569000000.0,12448000000.0,3604000000.0,3035000000.0,40000000.0,19000000.0,59000000.0,2284694297.082228,2290000000.0,16460000000.0,2968000000.0,519000000.0,518000000.0,4.41,4.42,2290000000.0,2290000000.0,2290000000.0,2290000000.0,2290000000.0,730000000.0,3016000000.0,8000000.0,1000000.0,40000000.0,19000000.0,59000000.0,2968000000.0,4012000000.0,,3443000000.0,6980000000.0,12448000000.0,19428000000.0,19428000000.0,CTSH,7000000.0,7000000.0,0.0,,7000000.0,,,,0.0,,,569000000.0,569000000.0,,,,,,,,4000000.0,,,,,,,,mid_cap
2024-12-31,0.0,0.165,544750000.0,358614000.0,69913000.0,169239000.0,544750000.0,474837000.0,-5026000.0,45421000.0,40395000.0,358614000.0,358614000.0,429004000.0,439512000.0,29711000.0,25325000.0,12.07,14.16,358614000.0,358614000.0,358614000.0,358614000.0,358614000.0,70802000.0,429416000.0,-5070000.0,-5070000.0,-5026000.0,45421000.0,40395000.0,439512000.0,259765000.0,196903000.0,62862000.0,699277000.0,169239000.0,868516000.0,866220000.0,IDCC,0.0,0.0,0.0,,,,62862000.0,62862000.0,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,small_cap
2023-12-31,0.0,0.100409,357219000.0,214069000.0,77792000.0,79397000.0,357219000.0,279427000.0,1811000.0,44817000.0,46628000.0,214069000.0,214069000.0,327973000.0,221615000.0,28102000.0,26860000.0,7.62,7.97,214069000.0,214069000.0,214069000.0,211053000.0,211053000.0,23557000.0,234610000.0,11184000.0,11184000.0,1811000.0,44817000.0,46628000.0,221615000.0,248576000.0,195285000.0,53291000.0,470191000.0,79397000.0,549588000.0,548178000.0,IDCC,0.0,0.0,0.0,,,,53291000.0,53291000.0,0.0,,,,,,,,,,,,,,3016000.0,,,,0.0,,small_cap
2022-12-31,-3138861.206332,0.216922,240100000.0,93693000.0,78571000.0,71419000.0,225630000.0,147059000.0,-15044000.0,29496000.0,14452000.0,105024138.793668,93693000.0,303998000.0,150516000.0,30485000.0,30106000.0,3.07,3.11,93693000.0,93693000.0,93693000.0,92061000.0,92061000.0,25502000.0,117563000.0,-21189000.0,-6719000.0,-15044000.0,29496000.0,14452000.0,153796000.0,232579000.0,185202000.0,47377000.0,386375000.0,71419000.0,457794000.0,456687000.0,IDCC,-14470000.0,-14470000.0,-14470000.0,,,,47377000.0,47377000.0,853000.0,,,,,,,,,,,,,11190000.0,1632000.0,,,,2427000.0,,small_cap
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDCC,-27877000.0,-27877000.0,-27877000.0,,,,,,14649000.0,,,,,,,,,,,,,,,,,,13228000.0,,small_cap
2024-12-31,2531463.0,0.123,92152000.0,69614000.0,32903000.0,455676000.0,112733000.0,79830000.0,13693000.0,418000.0,14111000.0,51564463.0,69614000.0,719400000.0,64780000.0,78437000.0,77340000.0,0.89,0.9,69614000.0,69614000.0,69614000.0,69614000.0,69614000.0,9798000.0,79412000.0,21520000.0,939000.0,13693000.0,418000.0,14111000.0,44199000.0,263724000.0,121938000.0,141786000.0,307923000.0,455676000.0,763599000.0,763599000.0,FORM,20581000.0,20581000.0,20581000.0,,,,,,,,,,,,,,,,,,0.0,,,20581000.0,,,,,small_cap
2023-12-31,5617381.0,0.077,54188000.0,82387000.0,37453000.0,404522000.0,127141000.0,89688000.0,6796000.0,421000.0,7217000.0,15051381.0,82387000.0,653299000.0,82756000.0,78159000.0,77370000.0,1.05,1.06,82387000.0,82387000.0,82387000.0,82387000.0,82387000.0,6880000.0,89267000.0,72668000.0,-285000.0,6796000.0,421000.0,7217000.0,9803000.0,248777000.0,115765000.0,133012000.0,258580000.0,404522000.0,663102000.0,663102000.0,FORM,72953000.0,72953000.0,72953000.0,,,,,,,,,,,,,,,,,,0.0,,,72953000.0,,,,,small_cap
2022-12-31,0.0,0.123,96486000.0,50738000.0,38037000.0,451928000.0,96486000.0,58449000.0,1641000.0,579000.0,2220000.0,50738000.0,50738000.0,693025000.0,54912000.0,78201000.0,77578000.0,0.65,0.65,50738000.0,50738000.0,50738000.0,50738000.0,50738000.0,7132000.0,57870000.0,1317000.0,1317000.0,1641000.0,579000.0,2220000.0,54912000.0,241097000.0,109222000.0,131875000.0,296009000.0,451928000.0,747937000.0,747937000.0,FORM,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,small_cap
2024-12-31,-6363000.0,0.21,173200000.0,56300000.0,68500000.0,910200000.0,142900000.0,74400000.0,17700000.0,22000000.0,42900000.0,80237000.0,54200000.0,1415100000.0,36600000.0,37839000.0,37476000.0,1.43,1.45,54200000.0,54200000.0,54200000.0,54200000.0,56300000.0,-3900000.0,52400000.0,-32300000.0,-2000000.0,17700000.0,22000000.0,42900000.0,66900000.0,462400000.0,211800000.0,224600000.0,529300000.0,952700000.0,1482000000.0,1482000000.0,AEIS,-30300000.0,-30300000.0,-30300000.0,0.0,,,,,28100000.0,,,26000000.0,26000000.0,26000000.0,26000000.0,,,-2100000.0,,,,2200000.0,0.0,,3200000.0,,,,small_cap
2023-12-31,-5670000.0,0.21,231200000.0,130800000.0,66500000.0,1025200000.0,204200000.0,137700000.0,10600000.0,15200000.0,27100000.0,152130000.0,128300000.0,1515100000.0,113700000.0,37854000.0,37575000.0,0.86,0.87,128300000.0,128300000.0,128300000.0,128300000.0,130800000.0,-8300000.0,122500000.0,-28700000.0,-1700000.0,10600000.0,15200000.0,27100000.0,140700000.0,451700000.0,202400000.0,221000000.0,592400000.0,1063400000.0,1655800000.0,1655800000.0,AEIS,-27000000.0,-27000000.0,-27000000.0,1400000.0,,,,,25100000.0,,,28300000.0,28300000.0,28300000.0,28300000.0,,,-2500000.0,,,,500000.0,0.0,,1300000.0,,,,small_cap
2022-12-31,-1124310.0,0.165,316176000.0,201875000.0,60296000.0,1135734000.0,309362000.0,249066000.0,-3178000.0,7325000.0,4147000.0,207564690.0,199660000.0,1605513000.0,233095000.0,37721000.0,37463000.0,5.29,5.33,199660000.0,199660000.0,199660000.0,199676000.0,201891000.0,39850000.0,241741000.0,5010000.0,11824000.0,-3178000.0,7325000.0,4147000.0,239909000.0,435597000.0,191020000.0,218463000.0,675506000.0,1169916000.0,1845422000.0,1845422000.0,AEIS,-6814000.0,-6814000.0,-6814000.0,0.0,,,,,6814000.0,,,26114000.0,26114000.0,26114000.0,26114000.0,,,-2215000.0,,,,,-16000.0,,,,,,small_cap
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEIS,,,,,,,,,,,,,,,,,,,,,,,-44000.0,,,,,,small_cap
2024-12-31,-14426258.799986,0.329367,325389000.0,56299000.0,150125000.0,1850803000.0,281589000.0,131464000.0,-47515000.0,47515000.0,,85672741.200014,56299000.0,2282910000.0,116043000.0,104098000.0,101781000.0,0.54,0.55,56299000.0,56299000.0,56299000.0,56299000.0,56299000.0,27650000.0,83949000.0,-28379000.0,15421000.0,-47515000.0,47515000.0,,159843000.0,317532000.0,31845000.0,250137000.0,477375000.0,1965378000.0,2442753000.0,2442753000.0,TTMI,-43800000.0,-43800000.0,-43800000.0,,,80030000.0,170107000.0,170107000.0,11200000.0,,,35550000.0,35550000.0,35550000.0,35550000.0,,,,0.0,,,,,0.0,,,32600000.0,,small_cap
