Ticker,Date,sent_avg,heat_pub,heat_read,pub_count,pos_count,neg_count,neu_count,pos_ratio,neg_ratio,sent_ma5,sent_ma10,sent_momentum,controversy
NVDA,2015-03-10,0.0,1.5417,1.0,49,9,1,6,0.1836734693877551,0.0204081632653061,0.0,-0.032,0.0,0.02
NVDA,2015-03-11,0.509,1.25,0.0,134,4,4,15,0.0298507462686567,0.0298507462686567,0.1018,0.02636,0.4072,0.0296296296296296
NVDA,2015-03-12,0.3853,1.5417,0.0,110,11,3,15,0.1,0.0272727272727272,0.17886,0.08943,0.2064399999999999,0.027027027027027
NVDA,2015-03-13,0.2521,1.0417,0.0,100,9,1,26,0.09,0.01,0.2292799999999999,0.1146399999999999,0.02282,0.0099009900990099
NVDA,2015-03-16,0.2521,0.75,0.0,36,2,5,9,0.0555555555555555,0.1388888888888889,0.2796999999999999,0.1398499999999999,-0.0275999999999999,0.1351351351351351
NVDA,2015-03-17,0.4469,2.2083,0.0,49,10,5,11,0.2040816326530612,0.1020408163265306,0.3690799999999999,0.1845399999999999,0.07782,0.1
NVDA,2015-03-18,0.134,2.6667,0.0,351,45,9,111,0.1282051282051282,0.0256410256410256,0.29408,0.19794,-0.16008,0.0255681818181818
NVDA,2015-03-19,0.4358,1.25,0.0,180,10,1,38,0.0555555555555555,0.0055555555555555,0.30418,0.24152,0.13162,0.005524861878453
NVDA,2015-03-20,0.0036,1.5833,0.0,101,5,1,30,0.0495049504950495,0.0099009900990099,0.25448,0.24188,-0.25088,0.0098039215686274
NVDA,2015-03-23,0.0036,1.4583,1.0,62,2,8,4,0.032258064516129,0.1290322580645161,0.20478,0.24224,-0.20118,0.1269841269841269
NVDA,2015-03-24,-0.8472,0.875,0.0,85,6,7,13,0.0705882352941176,0.0823529411764705,-0.0540399999999999,0.15752,-0.79316,0.0813953488372093
NVDA,2015-03-25,0.2347,1.4583,2.0,72,8,7,18,0.1111111111111111,0.0972222222222222,-0.0338999999999999,0.13009,0.2686,0.0958904109589041
NVDA,2015-03-26,0.2478,0.8333,0.0,128,8,7,15,0.0625,0.0546875,-0.0714999999999999,0.11634,0.3193,0.0542635658914728
NVDA,2015-03-27,-0.0729,0.7083,0.0,80,6,3,7,0.075,0.0375,-0.0868,0.08384,0.0138999999999999,0.037037037037037
NVDA,2015-03-30,-0.0729,0.7917,0.0,62,7,3,10,0.1129032258064516,0.0483870967741935,-0.1021,0.05134,0.0291999999999999,0.0476190476190476
NVDA,2015-03-31,0.2915,0.625,0.0,68,1,2,10,0.0147058823529411,0.0294117647058823,0.1256399999999999,0.0358,0.16586,0.0289855072463768
NVDA,2015-04-01,0.1104,0.5,0.0,55,2,1,8,0.0363636363636363,0.0181818181818181,0.1007799999999999,0.03344,0.00962,0.0178571428571428
NVDA,2015-04-02,0.0801,0.5833,0.0,66,4,1,8,0.0606060606060606,0.0151515151515151,0.06724,-0.0021299999999999,0.01286,0.0149253731343283
NVDA,2015-04-06,0.4402,1.4167,0.0,40,2,1,3,0.05,0.025,0.2724799999999999,0.08519,0.16772,0.024390243902439
NVDA,2015-04-07,0.4555,0.625,0.0,89,10,3,18,0.1123595505617977,0.0337078651685393,0.30528,0.21546,0.15022,0.0333333333333333
NVDA,2015-04-08,0.2091,0.5,0.0,44,3,3,10,0.0681818181818181,0.0681818181818181,0.32502,0.2129,-0.1159199999999999,0.0666666666666666
NVDA,2015-04-09,0.0405,0.7083,0.0,45,1,2,8,0.0222222222222222,0.0444444444444444,0.3171,0.19217,-0.2766,0.0434782608695652
NVDA,2015-04-10,-0.0828,0.5833,0.0,50,3,2,7,0.06,0.04,0.2125,0.19118,-0.2953,0.0392156862745098
NVDA,2015-04-13,-0.0828,0.375,0.0,47,4,1,4,0.0851063829787234,0.0212765957446808,0.1079,0.19019,-0.1906999999999999,0.0208333333333333
NVDA,2015-04-14,0.2581,0.4167,0.0,53,4,1,8,0.0754716981132075,0.0188679245283018,0.06842,0.18685,0.18968,0.0185185185185185
NVDA,2015-04-15,0.1538,0.3333,0.0,43,1,1,12,0.0232558139534883,0.0232558139534883,0.0573599999999999,0.19119,0.09644,0.0227272727272727
NVDA,2015-04-16,0.0065,0.9167,0.0,51,2,1,14,0.0392156862745098,0.0196078431372549,0.0505599999999999,0.18383,-0.0440599999999999,0.0192307692307692
NVDA,2015-04-17,-0.0254,0.2917,0.0,59,3,2,7,0.0508474576271186,0.0338983050847457,0.0620399999999999,0.13727,-0.0874399999999999,0.0333333333333333
NVDA,2015-04-20,-0.0254,0.4167,0.0,33,2,2,5,0.0606060606060606,0.0606060606060606,0.07352,0.09071,-0.09892,0.0588235294117647
NVDA,2015-04-21,0.0467,0.4583,0.0,47,3,2,5,0.0638297872340425,0.0425531914893617,0.0312399999999999,0.04983,0.01546,0.0416666666666666
NVDA,2015-04-22,-0.2099,0.3333,0.0,48,3,5,9,0.0625,0.1041666666666666,-0.0415,0.0079299999999999,-0.1684,0.1020408163265306
NVDA,2015-04-23,0.1527,0.9167,0.0,56,3,1,6,0.0535714285714285,0.0178571428571428,-0.01226,0.0191499999999999,0.16496,0.0175438596491228
NVDA,2015-04-24,0.0998,0.625,0.0,75,7,1,20,0.0933333333333333,0.0133333333333333,0.0127799999999999,0.03741,0.08702,0.0131578947368421
NVDA,2015-04-27,0.0998,1.0417,0.0,50,1,1,4,0.02,0.02,0.03782,0.05567,0.06198,0.0196078431372549
NVDA,2015-04-28,0.0,0.2083,0.0,36,1,1,4,0.0277777777777777,0.0277777777777777,0.0284799999999999,0.0298599999999999,-0.0284799999999999,0.027027027027027
NVDA,2015-04-29,0.3723,0.375,0.0,38,3,2,1,0.0789473684210526,0.0526315789473684,0.14492,0.05171,0.22738,0.0512820512820512
NVDA,2015-04-30,-0.0798,0.5833,0.0,42,1,1,6,0.0238095238095238,0.0238095238095238,0.09842,0.04308,-0.17822,0.0232558139534883
NVDA,2015-05-01,0.0401,0.7917,0.0,56,1,1,10,0.0178571428571428,0.0178571428571428,0.08648,0.04963,-0.04638,0.0175438596491228
NVDA,2015-05-04,0.0401,0.8333,0.0,37,1,2,10,0.027027027027027,0.054054054054054,0.07454,0.0561799999999999,-0.03444,0.0526315789473684
NVDA,2015-05-05,-0.3714,2.1667,0.0,56,3,2,5,0.0535714285714285,0.0357142857142857,0.00026,0.0143699999999999,-0.37166,0.0350877192982456
NVDA,2015-05-06,-0.1096,2.0,0.0,130,11,16,36,0.0846153846153846,0.123076923076923,-0.09612,0.0244,-0.0134799999999999,0.1221374045801526
NVDA,2015-05-07,0.3101,2.875,1.0,112,12,4,21,0.1071428571428571,0.0357142857142857,-0.01814,0.0401399999999999,0.32824,0.0353982300884955
NVDA,2015-05-08,0.5347,3.4167,2.0,418,75,13,64,0.1794258373205741,0.0311004784688995,0.0807799999999999,0.08363,0.45392,0.0310262529832935
NVDA,2015-05-11,0.0958,1.4583,0.0,75,2,1,4,0.0266666666666666,0.0133333333333333,0.0919199999999999,0.08323,0.00388,0.0131578947368421
NVDA,2015-05-12,0.2228,0.7917,0.0,100,5,2,3,0.05,0.02,0.2107599999999999,0.1055099999999999,0.01204,0.0198019801980198
NVDA,2015-05-13,0.0512,0.625,0.0,64,4,2,14,0.0625,0.03125,0.2429199999999999,0.0733999999999999,-0.1917199999999999,0.0307692307692307
NVDA,2015-05-14,0.1751,0.25,0.0,43,2,2,5,0.0465116279069767,0.0465116279069767,0.2159199999999999,0.0988899999999999,-0.0408199999999999,0.0454545454545454
NVDA,2015-05-15,0.1008,0.9167,0.0,48,4,2,6,0.0833333333333333,0.0416666666666666,0.1291399999999999,0.1049599999999999,-0.0283399999999999,0.0408163265306122
NVDA,2015-05-18,0.0779,1.875,0.0,73,3,2,9,0.0410958904109589,0.0273972602739726,0.12556,0.1087399999999999,-0.04766,0.027027027027027
NVDA,2015-05-19,0.0105,1.4583,0.0,95,2,2,22,0.0210526315789473,0.0210526315789473,0.0831,0.1469299999999999,-0.0726,0.0208333333333333
NVDA,2015-05-20,0.0639,0.875,0.0,92,9,3,18,0.0978260869565217,0.0326086956521739,0.08564,0.16428,-0.0217399999999999,0.032258064516129
NVDA,2015-05-21,0.0892,0.6667,0.0,49,2,1,12,0.0408163265306122,0.0204081632653061,0.06846,0.1421899999999999,0.02074,0.02
NVDA,2015-05-22,0.0274,0.8333,0.0,60,3,1,12,0.05,0.0166666666666666,0.0537799999999999,0.09146,-0.0263799999999999,0.0163934426229508
NVDA,2015-05-26,0.0274,1.125,0.0,26,1,3,2,0.0384615384615384,0.1153846153846153,0.04706,0.06508,-0.0196599999999999,0.1111111111111111
NVDA,2015-05-27,0.0144,1.5833,0.0,80,3,3,16,0.0375,0.0375,0.03716,0.0613999999999999,-0.02276,0.037037037037037
NVDA,2015-05-28,0.5629,1.6667,0.0,112,10,2,7,0.0892857142857142,0.0178571428571428,0.1319,0.10018,0.4309999999999999,0.0176991150442477
NVDA,2015-05-29,0.0813,1.2083,0.0,126,5,2,27,0.0396825396825396,0.0158730158730158,0.14268,0.09823,-0.06138,0.0157480314960629
NVDA,2015-06-01,0.0658,2.7917,0.0,208,23,13,66,0.110576923076923,0.0625,0.15036,0.09702,-0.08456,0.062200956937799
NVDA,2015-06-02,0.2138,0.875,0.0,132,15,13,26,0.1136363636363636,0.0984848484848484,0.1876399999999999,0.11735,0.02616,0.0977443609022556
NVDA,2015-06-03,0.0919,0.2917,0.0,60,4,2,4,0.0666666666666666,0.0333333333333333,0.20314,0.12015,-0.11124,0.0327868852459016
NVDA,2015-06-04,0.4322,0.7917,0.0,63,2,2,3,0.0317460317460317,0.0317460317460317,0.177,0.15445,0.2552,0.03125
NVDA,2015-06-05,-0.0359,0.625,0.0,63,1,2,2,0.0158730158730158,0.0317460317460317,0.1535599999999999,0.14812,-0.1894599999999999,0.03125
NVDA,2015-06-08,-0.0359,0.625,0.0,56,3,4,5,0.0535714285714285,0.0714285714285714,0.1332199999999999,0.14179,-0.16912,0.0701754385964912
NVDA,2015-06-09,0.1291,0.5417,0.0,45,5,1,6,0.1111111111111111,0.0222222222222222,0.1162799999999999,0.1519599999999999,0.01282,0.0217391304347826
NVDA,2015-06-10,0.1053,1.375,0.0,81,3,8,6,0.037037037037037,0.0987654320987654,0.11896,0.1610499999999999,-0.0136599999999999,0.0975609756097561
NVDA,2015-06-11,-0.6928,0.9583,0.0,125,12,9,12,0.096,0.072,-0.10604,0.03548,-0.58676,0.0714285714285714
NVDA,2015-06-12,0.4932,0.5,0.0,57,3,1,5,0.0526315789473684,0.0175438596491228,-0.0002199999999999,0.07667,0.49342,0.0172413793103448
NVDA,2015-06-15,0.4932,0.25,0.0,29,3,1,4,0.1034482758620689,0.0344827586206896,0.1056,0.11941,0.3876,0.0333333333333333
NVDA,2015-06-16,0.0147,0.1667,0.0,48,2,1,11,0.0416666666666666,0.0208333333333333,0.08272,0.0995,-0.06802,0.0204081632653061
NVDA,2015-06-17,-0.0096,0.7083,0.0,53,7,1,14,0.1320754716981132,0.0188679245283018,0.05974,0.08935,-0.06934,0.0185185185185185
NVDA,2015-06-18,0.4753,0.75,0.0,63,5,1,9,0.0793650793650793,0.0158730158730158,0.29336,0.09366,0.18194,0.015625
NVDA,2015-06-19,0.6129,0.0833,0.0,31,2,1,3,0.064516129032258,0.032258064516129,0.3173,0.15854,0.2956,0.03125
NVDA,2015-06-22,0.6129,1.4583,0.0,31,4,1,3,0.1290322580645161,0.032258064516129,0.34124,0.22342,0.2716599999999999,0.03125
